trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9
12,0.16490155167440726,0.14548438397577748,0.1431563666898232,0.15348640260030375,0.17447028779506252,0.19279961613614038,0.23274377251561534,0.2700520614415353,0.25126867118952645,0.2516678579973386,0.24690449266322131
32,0.20485350418322898,0.18897281020428963,0.18250633740334804,0.17781895702608436,0.1737474390468078,0.17146024152528022,0.17907187172225922,0.24698346939079596,0.24117947361150632,0.245479214435816,0.25071145355768526
55,0.22952996321163274,0.22531280478629853,0.21449639068500645,0.21146727701146925,0.2104240027590891,0.21301043316286045,0.21885128406375076,0.2239148773400566,0.23109027603348622,0.2392905708742934,0.25451841445214923
115,0.1875071735937051,0.3190990904165785,0.3019898854848186,0.28946725261046424,0.2809482925586785,0.27397869630154226,0.2669547580187271,0.2613578687675465,0.2578565015588612,0.24309753176875737,0.25451841445214923
