trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10
1,0.39736677027943174,0.1642616132501084,0.05469083227626223,0.18878306917966958,0.31385266726206373,0.43668724834900513,0.5592468961405805,0.22759889664744049,0.2318886760203185,0.23629183002790144,0.24459433919086043,0.2649630611488727,0.3022196844499021
26,0.33909048102210093,0.3073544096298968,0.2627948149297658,0.22877213897179344,0.2118743899813515,0.19922458523833844,0.19926130257828506,0.21141998500268513,0.23055379132230083,0.24876283272123476,0.2597373726915118,0.28929968087835695,0.30652635230708386
80,0.28081419176477007,0.22313321717868528,0.2854184839019773,0.26905144664006575,0.2525627597692874,0.24000821968885858,0.22868063107003647,0.22106110482734082,0.21628719684170603,0.21430827218955764,0.21628982168990418,0.2936063487355387,0.30652635230708386
145,0.22253790250743924,0.13891202472747377,0.2879825924037647,0.2768461639681952,0.26453654603644966,0.2544049613629759,0.24377780829219584,0.2332235607183362,0.2238208273345681,0.22945130569020902,0.24062644141938844,0.2979130165927204,0.30652635230708386
