trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0.20800805733280897,0.20800805733280897,0.1977515879720916,0.19124512276636246,0.18405855112670855,0.1742531956370244,0.2186534726870603,0.6803180708768921,0.46191976247421485,0.17876307675638475,0.35757955625575166,0.16961695367893634,0.16737474829961402,0.061206855963599135,0.18340422496273515,0.2980092019074666,0.410858948252569,0.5226586291324723,0.1692156824555529,0.16765153518556963,0.1720008979312455,0.17371468281047986,0.17585619547334957,0.17617195588757,0.1780317036870625,0.18477509141633935,0.19746976874022093,0.21465164113736657,0.2313766105872589
18,0.20800805733280897,0.20800805733280897,0.1926233532917329,0.1931201248438566,0.17859026322938745,0.17481880578950346,0.22260187716408877,0.15607769929343898,0.16490917572622002,0.16897390902577442,0.16561474655225428,0.16086847710387864,0.15833980153729132,0.1619322260654319,0.16702649735723007,0.1730416391465827,0.17998326154312036,0.18881359594747246,0.1701016677490927,0.16954228092247492,0.17228483356717816,0.17428763961416438,0.17635399500109988,0.17583203656692992,0.17930149690744884,0.18687699206059144,0.20171520675790966,0.21899713931825066,0.23539359713132094
41,0.20800805733280897,0.20800805733280897,0.18749511861137425,0.1949951269213507,0.17312197533206636,0.17538441594198248,0.16748273213801176,0.16916163693086958,0.16822995694421553,0.1675479123579023,0.16670016021858375,0.16338948097704786,0.16518003839915182,0.16293949670867802,0.1654660077245528,0.16621082961950542,0.16806756949127646,0.1681659932296364,0.1709876530426325,0.17143302665938023,0.1725687692031108,0.17486059641784893,0.17685179452885022,0.17549211724628982,0.18057129012783518,0.18897889270484353,0.20596064477559836,0.22334263749913474,0.239410583675383
106,0.20800805733280897,0.2028798226524503,0.18937012068886835,0.18952683902402961,0.17368758548454538,0.21470506821003182,0.19291379432357333,0.19031324225206667,0.18855224448699506,0.17401875963705452,0.17836543025399404,0.17640969506193674,0.17457263052811559,0.1729113827907445,0.17145716300072544,0.17256590143161263,0.17166304509765723,0.1683296971620131,0.16576078944866432,0.17171696229531286,0.17314172600679534,0.17535839594559927,0.17651187520821013,0.17676191046667616,0.18267319077208727,0.19322433072253223,0.21030614295648245,0.22735962404319682,0.239410583675383
