trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
11,0.4421215219351232,0.34661620294076845,0.3217195210755628,0.2732687224296167,0.2345372107603515,0.2131280468219923,0.17713408231245317,0.143792245077107,0.12291757836787641,0.11191520497662157,0.11020421417708096,0.11629209868935758,0.11579290221018808,0.12016386521727704,0.12182284870967401,0.1384118658075373,0.14361644225618866,0.15815443771725618,0.16541606381354607,0.18800507003787842,0.19698695880429148,0.19865302804506502,0.24947794399953838,0.29062623885679956,0.29331321571712027,0.3394601739903625
30,0.41824519218653455,0.29388749426238187,0.2541963968665321,0.24371759084278846,0.21575420659644695,0.19131331818565755,0.17540869112390853,0.15616833869742303,0.14041205761544423,0.13605091039135037,0.12645064617292642,0.12578256844571634,0.12537366992589527,0.12437837742477403,0.12199904104438511,0.12218630128289858,0.12471686327482172,0.12406391830217937,0.13062263786656858,0.13321477217516092,0.14933177582027782,0.1695854698319484,0.19667142612490934,0.21976720048031934,0.22537149169388043,0.3394601739903625
69,0.39436886243794583,0.24115878558399528,0.2165198254724042,0.20243122034712016,0.1918070754466241,0.1797329648809758,0.16943101896975743,0.16052277386044658,0.1553459610343138,0.1486160536329172,0.1445360407463698,0.14386685375253871,0.1434678322038512,0.14165620773205737,0.14013031632740675,0.14016661413063983,0.14025121085453807,0.13876375058111642,0.13958429547321402,0.1398701626156868,0.1407190544358016,0.14051791161883176,0.14386490825028028,0.14890816210383914,0.1574297676706406,0.3394601739903625
130,0.3704925326893571,0.28143915332977903,0.22352632021328497,0.20116832930553163,0.20143360629382284,0.18676635880952971,0.17898969668511402,0.17302647234820137,0.16954037852996967,0.16352259628819657,0.1599725873196043,0.1567572912071184,0.15719583488468616,0.15529521026204632,0.15492912326984173,0.15312778422353038,0.15317756967662755,0.15165755506619882,0.15231884180568483,0.15116356521140703,0.15175385166056587,0.15073524588859671,0.15087492235507277,0.2211106889104797,0.24844497083050154,0.3394601739903625
