trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,0.8840330000247413,0.8840330000247413,0.7821875191414356,0.5006151031031737,0.3909771149223233,0.2690072576605222,0.2621214000089468,0.14796015800693604,0.06894981551580279,0.07880625156468656,0.18534071329581056,0.19202992763009416,0.29510666762986876,0.2994466721092988,0.4030113959225792,0.40558344726566536,0.5103560787211396,0.617877934018296,0.26458863028876395,0.26773257270210865,0.268989494526597,0.2724692958616932,0.2755201844996247,0.2783583925168517,0.28170288406718935,0.2846330617892485,0.28901055975083034,0.2927233947740898,0.297807840554497,0.3134541307318006,0.3328876698743572,0.34231389071213586
20,0.8840330000247413,0.5823881070391861,0.30712263790389743,0.29157014490108546,0.27662345589694987,0.2702166744317805,0.26422914744088694,0.2594295581151227,0.25807557003360304,0.25548470283806907,0.2530208720819296,0.24999070268830764,0.25362934578686624,0.2784363230079675,0.3302445572355832,0.3316345683120498,0.38585093311414503,0.44027028003455226,0.26618126826387317,0.26698969859439814,0.2703608295465517,0.27283786150928657,0.27667706317099705,0.27862061785409287,0.28311290450511706,0.28468813021235045,0.2911442403085194,0.2924461317280305,0.30062732649075985,0.3184577898841896,0.3376007802932465,0.34231389071213586
61,0.8840330000247413,0.2807432140536308,0.27427076326308364,0.26997043377158564,0.26311076307163617,0.25873432657427886,0.2573591626336347,0.2597152919171771,0.2562574345400126,0.2559129344533728,0.256491904504543,0.25767982473964424,0.25639128061502997,0.2574259739066362,0.2574777185485873,0.2576856893584342,0.26134578750715043,0.2626626260508085,0.2677739062389824,0.26624682448668757,0.2717321645665064,0.27320642715688,0.27783394184236937,0.27888284319133405,0.2845229249430447,0.2847431986354524,0.29327792086620835,0.2921688686819712,0.30344681242702276,0.32346144903657853,0.34231389071213586,0.34231389071213586
125,0.8840330000247413,0.5314653665975332,0.2693417550323977,0.2662059079309502,0.2677880076105224,0.2600136525770066,0.2568662608984816,0.25520276033960315,0.25282074106628677,0.2520501598825823,0.2517246059200167,0.24744056463207054,0.2516789769027528,0.25206334598594715,0.2532557507929429,0.25534905437474037,0.2587623164038888,0.2629959923136547,0.2684754468098192,0.26761815950664225,0.2721007302140998,0.2743633058282523,0.27809616717961055,0.2802928636292617,0.28457799336614664,0.28687687919314137,0.29300065782014906,0.29498835461823414,0.3084504715794117,0.32817455945546786,0.34231389071213586,0.34231389071213586
