trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
2,0.29278878142539905,0.29674638707815393,0.16648475763236928,0.16177057491522417,0.16278920656530751,0.2015895390699255,0.27508195972966976,0.3626428312437473,0.39734385247257786,0.4763045059645395,0.5967507615679272,0.6360635846340764,0.290055509780247
21,0.29278878142539905,0.29938293361807305,0.28582284196630936,0.29239876906294376,0.30307038307241957,0.2932793716633184,0.3030111804908295,0.2998701229591051,0.3045773526803396,0.31053594209537116,0.30393912837806064,0.3016294701112785,0.3162438800688604
64,0.30797964216290225,0.30253204415285223,0.28751984721157237,0.29534339149349936,0.281519782470759,0.2880463272840377,0.2897142610731895,0.2814948834830112,0.2815841893157135,0.28797435797655585,0.2850294963819523,0.2917717259530497,0.2913438600006266
127,0.29410984053823475,0.28366840355566375,0.28708449721789264,0.2834452669060029,0.276282186628455,0.2720883681766807,0.26337580134409116,0.2706316542852997,0.2653097358554156,0.26415959697733693,0.2633940490396445,0.26386713949163365,0.2629266516780979
