trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
6,0.2971128435677997,0.2971128435677997,0.2971128435677997,0.2971128435677997,0.2811844279318963,0.2160524855061934,0.20415033553368478,0.20744163785384306,0.20128263177700814,0.2008771900448324,0.2139660071136768,0.21142678770909085,0.23398421881817286,0.2529599983644506,0.286402340974978,0.3389874578494721,0.3513346625325105,0.3884235596747262,0.42478745337896545,0.49455392346451144,0.5607619106190785,0.624461365480609,0.624461365480609,0.624461365480609,0.624461365480609
21,0.2971128435677997,0.2971128435677997,0.2971128435677997,0.22802285719972726,0.22979941061895484,0.22348642031764526,0.22332307895655681,0.21915142059845216,0.22348890423483067,0.21872407365225796,0.21804545264059583,0.21704582778844508,0.2130171783160279,0.21686658145100052,0.23881435012698066,0.26497646928726587,0.3606068868180644,0.397514533100786,0.44222907090035196,0.5111059202531532,0.5766867743344611,0.624461365480609,0.624461365480609,0.624461365480609,0.624461365480609
66,0.2971128435677997,0.2971128435677997,0.2971128435677997,0.16338947396368203,0.18301040161018134,0.12991393097273923,0.14869734419221298,0.1614009208172166,0.1669093444005744,0.1718467117706554,0.17842340431845538,0.18145242689674398,0.1855917077808493,0.18695715795568674,0.19122635927898332,0.19096548072505967,0.3698791111036184,0.4066055065268458,0.4596706884217384,0.527657917041795,0.5926116380498438,0.624461365480609,0.624461365480609,0.624461365480609,0.624461365480609
124,0.2971128435677997,0.2971128435677997,0.2971128435677997,0.09875609072763682,0.13622139260140786,0.14733482941954792,0.15723380174732565,0.16540420532697436,0.1709559019997446,0.17176728503916097,0.17956518309444672,0.18283280586128184,0.18529276040438333,0.23667974946533238,0.2651069085642277,0.27115007162878507,0.3791513353891723,0.41569647995290565,0.4771123059431249,0.5442099138304368,0.6085365017652264,0.624461365480609,0.624461365480609,0.624461365480609,0.624461365480609
