trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
19,0.19167887303390338,0.2541913191575319,0.2308289147215741,0.2586989086984718,0.2708161801031477,0.2754338393014952,0.27815713182195706,0.28419283871247364,0.28507759819809725,0.28853001585355426,0.2904995089169587,0.2996020525839339,0.29960439529796157,0.30534794640117696,0.32674098386594813,0.34774139049541863,0.3720581972386751,0.3968537236055135,0.27369887097484186,0.27690474323598413,0.28130414690272987,0.2852855644366241,0.2887502612236317,0.29354781703734545,0.2977409998272208,0.30233369235150065,0.30905778288968944,0.3157016849531271,0.32219014813241165,0.32894864899665976
41,0.19167887303390338,0.23808732815781286,0.23342745434891554,0.25376775433033927,0.2593503622128215,0.26480464292563555,0.26591107796415564,0.270726442181581,0.27299852418842696,0.2753778914958842,0.2778205958342763,0.2801107536455483,0.2828930563559228,0.2874955981553388,0.29706757387797356,0.3094393319362163,0.3221606884142315,0.3367470719249957,0.27459786900565303,0.27760868133574407,0.28279991063634285,0.28578050946995825,0.2899876645838013,0.2947091915840327,0.2986762166754712,0.3036948217653902,0.3110586987448943,0.31702272012964106,0.32411334454553997,0.3304047030156555
61,0.19167887303390338,0.22198333715809382,0.23602599397625698,0.2417552092277287,0.25114829061696625,0.25289914933906876,0.2580475720182469,0.26051483847490936,0.2602771808884612,0.2639428499227163,0.2632196231565987,0.2648602212913543,0.2661817174138841,0.26964324990950067,0.2673941638899989,0.27113727337701393,0.27226317958978785,0.2766404202444779,0.2754968670364642,0.278312619435504,0.2842956743699558,0.28627545450329245,0.2912250679439709,0.29587056613071994,0.2996114335237216,0.3050559511792797,0.3130596146000991,0.31834375530615505,0.3260365409586683,0.33186075703465123
124,0.19168425004647194,0.20648371082643338,0.21646252595856336,0.22523000276010016,0.2311840679047053,0.23564204486400606,0.23965338315339102,0.24462371229049862,0.24500785024806293,0.24832462175204953,0.25076020722514775,0.25247988733742366,0.2544559065431891,0.2763523253714811,0.26055723402329944,0.2653204195868503,0.2691110332899313,0.2727998729440307,0.27620080513622414,0.27980838316911694,0.28479061940329,0.28751285786346203,0.29238644249065815,0.29680578297897037,0.3009725629376111,0.30705686703448454,0.3143806497766131,0.3202669517192834,0.32749259497766403,0.33186075703465123
