trading_days_to_expiration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2,0.6538848075198715,0.5572370226889701,0.5250172679829912,0.5505390065379197,0.5829766386882442,0.6724108228292119,0.539764238163863,0.5377307000250882,0.5431270471552063,0.5594758539275009,0.5593234030961769,0.5505124742920795,0.5495024528371992,0.5489236687907643,0.5634204718534509,0.5739241806672601,0.58124952880601,0.5859347737197566,0.5853369965851082,0.5634625420203669,0.5705516045911656,0.6900542605164031,0.6961810496929955,0.5752306622687586,0.5915520262943197,0.6141036042489212,0.6332870576423428,0.6351538029945722
20,0.6716290209236047,0.6732836620346617,0.6852467967988439,0.6862091710270164,0.6987614907446963,0.7314610662982812,0.705110000997165,0.7116413581527204,0.7178026951366611,0.7497944753243835,0.7341024877834271,0.7253406730729377,0.7154161743153793,0.7083167681193798,0.7283405943200904,0.7478828972772741,0.7528905444979677,0.7572976549676922,0.7545306863531478,0.7076268215784564,0.7190176679871886,0.7652774527068619,0.7665108719473055,0.5829682122744742,0.5919751583013846,0.6249562612191569,0.6320261273688178,0.637348105944212
80,0.41333507174428435,0.4404851803152264,0.44091496295134414,0.4649234287318264,0.4552374338593194,0.4497412091146671,0.4604845992522633,0.47538010119971896,0.45671842612764446,0.45711533947951194,0.4654937576901638,0.4766241901793988,0.6179986229777327,0.48682025384064226,0.4877736286147289,0.49456073179092364,0.5139857778589257,0.5071555656954412,0.5846059081471188,0.5388916592880835,0.5396078761354854,0.5555214051843758,0.5597555622573274,0.5907057622801898,0.5923982903084495,0.6358089181893928,0.6307651970952928,0.6395424088938517
139,0.33755948048292234,0.3399718349942269,0.3459489946150349,0.34976593115649085,0.360932417467628,0.374418475330561,0.36382004189745576,0.3684513991737517,0.3691572325306183,0.3845443184089266,0.37568427551122124,0.3835887313590193,0.3895305694621487,0.39850034938681145,0.39996546405724626,0.40960851311405233,0.41457189247182097,0.41614330681706857,0.4192982624622776,0.4220855411951427,0.6148310683259443,0.6258512274386857,0.567493112263043,0.5911288942872547,0.6032509472786853,0.6345479879158678,0.6329595000449325,0.6395424088938517
