trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
19,0.17050746088056712,0.16212517322386116,0.12859602259703728,0.09506687197021342,0.16622066165351454,0.2292275944355,0.25472760677222317,0.2637093959431388,0.26927004708410895,0.27394315437751693,0.2834480277244236,0.2857645836963484,0.27544459549932554,0.28204802251935707,0.2881894285336368,0.2944734842907035,0.29936106642325033,0.3037861416642465,0.307013636216229
38,0.17050746088056712,0.15374288556715518,0.12021373494033133,0.08668458431350745,0.16178258600563714,0.179331603039348,0.2193901968165861,0.23845426371941789,0.2477657494939293,0.2636317526449182,0.26247576227529457,0.2792483425723567,0.27680084252480575,0.2839934890038926,0.2893146650562412,0.29649027564663255,0.2997880661335947,0.30557167957440023,0.3068418455820665
56,0.17050746088056712,0.14536059791044922,0.11183144728362536,0.0783022966568015,0.1573445103577597,0.19873805941742254,0.22773830930886815,0.24019318300602005,0.25291000983394013,0.25897596261513706,0.2641894739016396,0.272732101448365,0.278157089550286,0.2859389554884281,0.2904399015788456,0.2985070670025615,0.3002150658439391,0.3073572174845539,0.30667005494790406
124,0.17050746088056712,0.13697831025374324,0.10344915962691939,0.06992000900009553,0.1529064347098823,0.17406310968893757,0.1923298719200896,0.20223068840870687,0.21177204538984673,0.22197532544489743,0.22703338786122268,0.2740883484738453,0.28010255603482154,0.2870641920110325,0.29245669293477455,0.2989340667129059,0.30200060375409277,0.30718542685039146,0.30667005494790406
