trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
4,0.7255915626103103,0.7255915626103103,0.545281234786898,0.36497090696348583,0.1846605791400736,0.11207502471058031,0.08963127264748258,0.13398666795841335,0.16851257136709535,0.17727972832927458,0.17907145635512364,0.19766188708147578,0.21336312712486488,0.24626004110525312,0.23167979965998214,0.2786915114486302,0.21218148199640444,0.2179743431988131,0.23195089349544679,0.2521322716039867,0.291293662988628,0.3115707206267314,0.336437301373391
29,0.7255915626103103,0.6805139806544572,0.500203652831045,0.3198933250076328,0.13958299718422057,0.10290570055270024,0.0946954930580251,0.13633065004526707,0.08949681397872532,0.12864179383219976,0.14747692860810951,0.15946057840022101,0.17483370857551908,0.184020727451043,0.19351066067880407,0.20804405871407192,0.22246161119323032,0.2291622899017104,0.24798489767879686,0.27376374142899956,0.2971369701751708,0.3163819707772516,0.34312241157210416
83,0.7255915626103103,0.6354363986986042,0.45512607087519197,0.2748157430517797,0.1304136730263405,0.09373637639482015,0.09975971346856763,0.13867463213212075,0.1514094877569796,0.1612147804493769,0.16840562836917014,0.17431417579537756,0.17894406932806928,0.18302195117815723,0.18796179496723386,0.1916212236027527,0.19559844979301852,0.1998828851287466,0.20886933195396107,0.27960704861554236,0.301948220325691,0.32306708097596476,0.34312241157210416
147,0.7255915626103103,0.5903588167427511,0.41004848891933887,0.22973816109592665,0.1212443488684604,0.08456705223694005,0.13164268587155967,0.14162107333213358,0.1556822780017655,0.1628506299905404,0.16635476521470371,0.17222922370421417,0.176985243232534,0.18020901426931488,0.18204666145134168,0.20190135279957858,0.20678639649591582,0.21591688931209668,0.2305008017789739,0.2854503558020852,0.3067594704762112,0.3297521911746779,0.34312241157210416
