trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
20,0.14307195161660324,0.14307195161660324,0.14307195161660324,0.1337950985469347,0.12142596112070995,0.10905682369448522,0.09668768626826048,0.08431854884203574,0.08156457845790561,0.07783356765985591,0.11414986042873128,0.1300565560442864,0.13837370014510642,0.14728629782704517,0.1522779703169639,0.15767071518426495,0.1475585821772195,0.15505768491095406,0.1583919997760236,0.16617516516128011,0.17360745433300173,0.17205620748904593,0.18049349345706076,0.1903936749400884,0.1983367577944988,0.21281925840084234,0.22033599456527161,0.2353492645222343,0.2412018834060989,0.2564763634762822
40,0.14307195161660324,0.14307195161660324,0.14307195161660324,0.1307028141903785,0.11833367676415377,0.10596453933792903,0.09359540191170429,0.08122626448547955,0.08167734978204763,0.11438373491362207,0.11702097884669069,0.1283257153088624,0.128696985056968,0.13881469319588283,0.13781419241730125,0.1449910773115717,0.14563328673373943,0.15272616453430987,0.15335663196386096,0.16124373761080874,0.16768625544799215,0.17351285816939718,0.18282037188628195,0.19291810929135722,0.20014297396221267,0.21704468654705222,0.2214330972380114,0.2399879869503086,0.241606515558029,0.26143297944903326
103,0.14307195161660324,0.14307195161660324,0.13997966726004707,0.12761052983382232,0.11524139240759758,0.10287225498137284,0.0905031175551481,0.08133903580962157,0.6263056364529257,0.08745792786710146,0.10795402412241145,0.12137728367504319,0.12904108423186736,0.13858407867413192,0.14293222286920543,0.1514091730641797,0.15972072566424242,0.1684627354003489,0.17603802026222284,0.1854498521030209,0.1691429061283434,0.17583973659861837,0.18534480623755076,0.1947243254590711,0.20436840210842255,0.21814178921979202,0.2260718196660857,0.2403926191022387,0.24656313153078008,0.26143297944903326
162,0.14307195161660324,0.14307195161660324,0.13688738290349087,0.12451824547726614,0.11214910805104139,0.09977997062481667,0.08741083319859191,0.0814518071337636,0.04128340040608978,0.08047824475985857,0.09781453663459115,0.10931949214597446,0.11626799661104034,0.12340808437729123,0.1503014690267352,0.14948387762069962,0.15738920528759823,0.16342736758818624,0.17110659271175147,0.1795286532180113,0.17059955680869465,0.17816661502783956,0.1878692405888196,0.19653054162678496,0.20859383025463246,0.21923889189253182,0.23071054209416,0.2407972512541688,0.2515197475035311,0.26143297944903326
