trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4
17,0.2587007737086443,0.23511506385078587,0.2383627567244921,0.2490339043378947,0.25104255692568705,0.24746363138710054,0.2459935510471632,0.2469338787624283,0.251263487587249
36,0.2587007737086443,0.2757317971605675,0.28439170402929176,0.2681064263109535,0.2639682190106327,0.2631911108170909,0.26006400640360167,0.2585094003679698,0.26218456441059546
79,0.2587007737086443,0.2651187023344107,0.2404396294477604,0.2664555924718442,0.24760109806936148,0.24279094186255892,0.24269173031978802,0.2465634620450205,0.26218456441059546
142,0.23757888890579382,0.2320792426082905,0.23459809542435842,0.22939079511878904,0.23157217194775373,0.24168071481214992,0.2500120125175831,0.2548615160483101,0.26218456441059546
