trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
4,0.18589313209299596,0.1830302775223586,0.20968877976199785,0.23460876024410443,0.22150299917387078,0.11816451899099248,0.19089112759421464,0.1889464653100418,0.2003752116926366,0.20288188807067087,0.21831482793351414,0.25622120048761526,0.31931331356506343,0.40527153936507787,0.48667884814016615,0.5285561975177404,0.59891030524322,0.2262522553895681,0.23027398076631175,0.23365794459606298,0.2380140438093254,0.24060427602913556,0.24279014520350506,0.250593731268021,0.2596765087407689,0.2659768712369757,0.28100884604163534,0.29949386482425316,0.3120994993804591,0.3244480158125931
21,0.18589313209299596,0.18016742295172125,0.23097298784597037,0.2633050336227389,0.2464080989852568,0.24655902405294436,0.23414273427374432,0.23105054708344994,0.2236495488576301,0.2230590507566415,0.21864093510343388,0.2160970877980511,0.22186713101236663,0.2461447306782067,0.35458319928789866,0.3767714115280898,0.41136187465961993,0.22747166104634228,0.23106543779790942,0.23455846947934095,0.23929156853267866,0.24062186741568736,0.243865488404138,0.253420181099646,0.2613914476455179,0.2674121135803301,0.28708959110061066,0.3026556291565867,0.3152405523262285,0.32748122108289063
40,0.18589313209299596,0.17730456838108388,0.2522571959299429,0.2169519634304377,0.2177235736532092,0.2243045968037385,0.22334812009780167,0.2226361837952598,0.22199017513234665,0.22322415842508625,0.22186136114854849,0.22290237231123583,0.2211896475528462,0.22226954432699508,0.22248755043563115,0.2249866255384392,0.22381344407601983,0.22869106670311642,0.23185689482950708,0.23545899436261888,0.24056909325603193,0.2406394588022392,0.24494083160477093,0.256246630931271,0.26310638655026686,0.2688473559236846,0.29317033615958604,0.3058173934889203,0.31838160527199794,0.3305144263531882
109,0.18589313209299596,0.18840457167802532,0.20591248686547,0.19659789936248478,0.20417005258925228,0.20364832599443916,0.20674453189101463,0.2083425139195699,0.21082442588699468,0.20934940510583946,0.20891359142083163,0.21180357342534306,0.2135890160943706,0.21484644013857573,0.21732228148700536,0.22362150131307826,0.22503284973279397,0.2294825237347141,0.23275741971278502,0.23673651908597215,0.24058668464258376,0.24171480200287213,0.24776728143639593,0.2579615698360199,0.2645416288936213,0.27492810098265996,0.2963321004919196,0.3089584464346897,0.3214148105422955,0.3305144263531882
