trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
23,0.17399073255111194,0.17399073255111194,0.15381850906429884,0.17269959444626518,0.16884136452367687,0.16917523191016196,0.16928372437084882,0.16489061118245735,0.17347336041373143,0.1744568726979146,0.17489923432944007,0.17649809253508825,0.17959304009932592,0.1771142191346947,0.18451550088461463,0.18409149644162137,0.19558184179841467,0.1964343954918231,0.20839783299168108,0.2235449767361012,0.24428696668518107,0.2572779806959773,0.275228388350864,0.2942893503728472,0.3208856826033205,0.3475056668672066,0.3869418687140092,0.41650951926727703
43,0.17399073255111194,0.1629553044586731,0.16042273194984838,0.15722217858430743,0.16430908284005208,0.16618375485730208,0.16849043244051343,0.1648180386804141,0.1665442662766388,0.16842397235931172,0.17185582130686067,0.17616289829513745,0.17972527692876583,0.1836636004947766,0.19339672889300852,0.19973222342989452,0.2127376844435892,0.220299853129649,0.23676354900858787,0.22873047422337117,0.24753472018788014,0.26176558260969895,0.2799936288563598,0.30093843343046556,0.32754067866929204,0.35736471732890723,0.39433378135232616,0.41650951926727703
87,0.17399073255111194,0.15191987636623425,0.16116852544571988,0.1553132880714462,0.16134950386973912,0.16132318738265422,0.16404482921932145,0.1631978568042811,0.167790270085175,0.1684700100266236,0.1717930966025089,0.17582770405518666,0.17985751375820572,0.1902129818548585,0.20227795690140243,0.21537295041816767,0.22989352708876373,0.24416531076747489,0.26512926502549466,0.23391597171064113,0.25078247369057916,0.2662531845234206,0.28475886936185557,0.30758751648808386,0.33419567473526357,0.3672237677906079,0.4017256939906431,0.41650951926727703
147,0.17399073255111194,0.15286919271526656,0.08867793981029057,0.11319058537168777,0.11823933284339838,0.12837008902515717,0.13459232505191152,0.13774341690456282,0.1413178571085137,0.14529322338583878,0.1479658607923867,0.1777103720772563,0.1784858664464502,0.18736424136973656,0.1931847266715119,0.2054773961082912,0.2131639612902934,0.22628157187957798,0.24433712088079793,0.2391014691979111,0.2540302271932782,0.27074078643714233,0.2895241098673514,0.31423659954570216,0.34085067080123505,0.37708281825230855,0.4091176066289601,0.41650951926727703
