trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
3,0.507681002055697,0.507681002055697,0.507681002055697,0.4530926269694432,0.3985042518831894,0.34391587679693564,0.28932750171068183,0.23473912662442803,0.18015075153817428,0.12556237645192048,0.11400777306495571,0.11359838137563623,0.11370712838109803,0.14260066411360317,0.15437653516758618,0.16057806029886046,0.15953122564148084,0.21477193843823203,0.22599340519688976,0.2529607627702498,0.2876175170846036,0.3543756351165138,0.45119896657242786,0.5067022435233013,0.5424517116653907,0.6080123976523221,0.24137619833437626
27,0.507681002055697,0.507681002055697,0.49403390828413357,0.43944553319787977,0.38485715811162596,0.3302687830253722,0.2756804079391184,0.2210920328528646,0.1665036577666108,0.111915282680357,0.12187756514303678,0.12789471346350012,0.1343247734243613,0.15741715240727758,0.16855964998541498,0.17767938332763658,0.18848268654809933,0.20187061709885695,0.21848999589013926,0.2348541451657665,0.25444120011114174,0.2771386041881345,0.3306153910744891,0.36425147827497417,0.38716363368859974,0.4246942979933492,0.24137619833437626
63,0.507681002055697,0.507681002055697,0.4803868145125701,0.42579843942631634,0.37121006434006254,0.31662168925380874,0.26203331416755493,0.20744493908130113,0.15285656399504738,0.09826818890879356,0.12974735722111785,0.14219104555136403,0.1533000956190924,0.16034764680402375,0.16605802058332944,0.16767623607269821,0.17667881115229564,0.18159931761126955,0.1840896711457802,0.18996597266944987,0.19578868765899424,0.1999015732597552,0.21003181557655043,0.22180071302664706,0.23187555571180868,0.24137619833437626,0.24137619833437626
126,0.507681002055697,0.507681002055697,0.46673972074100667,0.41215134565475287,0.35756297056849906,0.30297459548224526,0.2483862203959915,0.1937978453097377,0.1392094702234839,0.10613798098687463,0.09930204928777232,0.13347886170124268,0.15491047452788625,0.16823677863559075,0.17659172127681355,0.18483185819687178,0.1916026921921584,0.19806458677537364,0.20399029596273055,0.21056628634223729,0.2165164978395653,0.22228248514761156,0.35836702954992583,0.3821262123460189,0.4199439766820654,0.24137619833437626,0.24137619833437626
