trading_days_to_expiration,-3,-2,-1,0,1,2,3,4
14,0.23765147728711067,0.2517541853508336,0.23918528645826223,0.23233092904108646,0.2282347854489011,0.23313962742936842,0.2367952861607825,0.24054700997674439
33,0.22154608343034785,0.23973997677037362,0.23713409111921468,0.22994188107781094,0.23513310609184201,0.23603327058136656,0.23617377720025684,0.23714956037298907
76,0.2494332681960094,0.25316869987225177,0.24036750473406912,0.24049585527819867,0.22476788147396423,0.24654121015699723,0.23734484411357548,0.23645187860765698
139,0.2406501798282619,0.2077119863685657,0.2173115560981089,0.2426171227190547,0.24022979614978307,0.23136723169330084,0.23928477284524055,0.23584226128657537
