trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
7,0.18824265017394162,0.18824265017394162,0.18824265017394162,0.18824265017394162,0.17773806500154296,0.21274487093694894,0.264817384042883,0.2771394235164074,0.2872846536401681,0.3025321473696596,0.3105144655375265,0.3289874897055218,0.37445856853953974,0.37772119089447026,0.41580951739444305,0.4377685388983356,0.47903022527397277,0.33387412953538664,0.33792129138734867,0.3701822292756978,0.3782993167023325,0.38675641018764184,0.39847615036623873
22,0.18824265017394162,0.18824265017394162,0.18824265017394162,0.18824265017394162,0.20197499283046902,0.2551624877571037,0.27568083250931574,0.29069859241395113,0.3117982984084813,0.32125437794547645,0.3267346682876412,0.33796776423405345,0.3509886386872423,0.36202831606674385,0.368572479446,0.3773971322830452,0.3846937396557345,0.3452324601882207,0.35214314208437814,0.37209084752284294,0.38044924216850473,0.38883503146412424,0.4022573991790548
42,0.18824265017394162,0.18824265017394162,0.18824265017394162,0.18824265017394162,0.21291450298408063,0.25622171313650327,0.2738416857036486,0.2789754980384651,0.2949245299909565,0.3046881015242669,0.3087135650831734,0.32132029157228614,0.3275347719361401,0.33327497467435957,0.3389731527831571,0.34669721126893593,0.35245116480638317,0.35659079084105477,0.36636499278140766,0.373999465769988,0.382599167634677,0.3909136527406067,0.40603864799187084
103,0.18824265017394162,0.18824265017394162,0.18824265017394162,0.1535011371726169,0.1729721229692036,0.21318521979649943,0.2213908735457702,0.24078342738346326,0.25111764663222896,0.26498544068028335,0.2727312698598511,0.2931224562263554,0.2980216951742492,0.3056871846826719,0.3104196558693526,0.3160883707850677,0.32251579888255255,0.32369944069031914,0.3682736110285527,0.37614939123616026,0.38467778891115945,0.39469490155342274,0.40603864799187084
