trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
3,0.2403167657179669,0.24849838261143514,0.24555863883780793,0.16503224403018563,0.21916658792996022,0.15628277216192007,0.16881094359033286,0.1593943525704367,0.1754240882013614,0.17708463693949933,0.1805265092757997,0.22779278157794242,0.21795560969689198,0.2701784296304734,0.30590156485888614,0.38758722869132906,0.37061625122821956,0.43039137145468204,0.43282411127470866,0.4892465006260873,0.49278768431764436,0.5463195384379639,0.5509400305676724,0.5618508332349968,0.6128078346021971,0.2388489458736115,0.2388489458736115
21,0.2403167657179669,0.2605659211452136,0.24904561058586747,0.24116594874355862,0.2418432003453555,0.24250523301103177,0.2406360410825235,0.24022598390189498,0.23964350339601567,0.23780155577965842,0.23813662356615758,0.23668880596068056,0.2357574180959101,0.23707399575138324,0.23796671410754944,0.23928410067583708,0.23806797168363034,0.2413484284366567,0.24945516180690175,0.25061793833514046,0.2639433780942727,0.39214928932504173,0.3939712380938541,0.39947066273411125,0.4258283902379043,0.2388489458736115,0.2388489458736115
61,0.2403167657179669,0.23440543842381606,0.23468556626173484,0.23611118359046723,0.23437770156585752,0.23299924806863695,0.23528290410350422,0.23318202997823562,0.23376020817183957,0.23436849141609076,0.23589156698960184,0.2305846423198276,0.23478752404240893,0.2318012996630783,0.23512351959926564,0.23611655547298188,0.23328590821569467,0.23579657153424266,0.2365048744149277,0.23857928590603716,0.23661722879141847,0.23797904021211957,0.23700244562003578,0.23709049223322567,0.2388489458736115,0.2388489458736115,0.2388489458736115
121,0.23643084407765672,0.2420716670897484,0.23894741763664137,0.24055296221538827,0.23847104631798674,0.23862104668872047,0.2351811470062383,0.23640447651670526,0.23534355036410917,0.23618917549088106,0.23462617012933812,0.23465897670619618,0.23424990701774254,0.23376695014298904,0.2332550150941526,0.234068764861573,0.2325775844546734,0.2336266895038074,0.23333254795583988,0.23434360372800386,0.23375854930319978,0.23256402724528036,0.2337217506497344,0.4249491634177114,0.2388489458736115,0.2388489458736115,0.2388489458736115
