trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
7,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.11203661070875394,0.12162425253941009,0.09518796035839326,0.10780984498084265,0.11795112586506479,0.13164541245475728,0.11153516683269779,0.13186702106489898,0.1453223656259628,0.14965661733681665,0.22758833144722634,0.15563762716395704,0.1588327985952619,0.16560318125013945,0.16954114360354688,0.17261591124749595,0.1804166814078392,0.1897667487632064,0.20160464689539276,0.22513534844521527,0.2407926368392907,0.25569311752694424
27,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.11533366648852178,0.12312101767497033,0.10694446641453748,0.10020416428466862,0.110109720687683,0.12478069889250792,0.12960172080079213,0.13526398111353075,0.14094830244595474,0.14664246761827865,0.15113173079065292,0.15779982526437528,0.16004902836677729,0.16946533043500558,0.17152670978940912,0.17624377710118927,0.18452993085775127,0.1975570328755985,0.21103263702323233,0.22983625225254292,0.2444447650348733,0.2594425683576345
86,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.11863072226828962,0.12461778281053057,0.11870097247068169,0.13203786136504003,0.13152758728089317,0.13840199539609285,0.1415028721341718,0.14501214935266493,0.15009581691483997,0.15006154301554597,0.1513132309631206,0.15640033905223108,0.15787888288040722,0.16557001123182238,0.1653601795401093,0.17219018250801504,0.17418618053842216,0.18274866663971362,0.21573354083055998,0.23348838044812553,0.24819421586556362,0.2594425683576345
149,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.10544249914921826,0.1087395549289861,0.12012748740384986,0.08343145430224905,0.11541552567701667,0.12579253104244656,0.13851012601700663,0.14106474874200112,0.15091275709752122,0.15055742535068165,0.15353966877621653,0.15785227363867374,0.15347542906353884,0.15761656882374647,0.16174103206527335,0.16755557741768462,0.1689880453938026,0.1763034319579271,0.18197646465081427,0.1921766567675532,0.22043444463788764,0.23714050864370811,0.2519436666962539,0.2594425683576345
