trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2,0.23330600998069803,0.2824938949824391,0.2861828558023296,0.27579251819626704,0.13706014649637316,0.19375412745716503,0.2003422961934148,0.21497741690695862,0.262555487906332,0.3120377593986315,0.3543618065742009,0.4179059894202299,0.4790482180039777,0.596680673400016,0.281677684192507,0.24567788084170167,0.2488544162263395,0.25610066316180485,0.2621316817156344,0.2672826656231398,0.26944972974060766,0.2790108064079332,0.28691601865658667,0.28795867639155226,0.2972849583147764,0.315975134739525,0.3212931102510542,0.33146085581590756,0.34604900774394676,0.3559043002966695,0.377564270088641
19,0.23330600998069803,0.33168177998418014,0.32826433718346054,0.318379445346947,0.30584625653474956,0.2832996761290978,0.2788188446173858,0.2743995624392793,0.26958117593972747,0.2705963204148824,0.2799519890967283,0.2740768423143835,0.27673631873327365,0.289453336085597,0.3240423908505658,0.25007815952113954,0.2526074073854366,0.25735575205255,0.26389210210180397,0.2680977371907229,0.26971819023175847,0.28352288425044514,0.2863565469384015,0.2890394769772202,0.30086729869072054,0.3217378825759552,0.31818935017038863,0.3396484886789999,0.3451554508448741,0.3617255034721035,0.3825730518091927
38,0.23330600998069803,0.27133424057270655,0.2704279721452209,0.26804257806252674,0.2632939278734201,0.25962653078641085,0.25934037383801967,0.25653816883709707,0.25439369304822074,0.25419054082371684,0.25452736022924066,0.25538193084410327,0.25362913455841835,0.25200289514132784,0.2538987177982441,0.2544784382005774,0.25636039854453363,0.2586108409432951,0.2656525224879736,0.268912808758306,0.26998665072290934,0.2880349620929571,0.2857970752202163,0.29012027756288816,0.30444963906666467,0.32750063041238536,0.31508559008972303,0.34783612154209215,0.34426189394580137,0.3675467066475376,0.3875818335297444
107,0.23330600998069803,0.24410137442119864,0.23320559104558708,0.23876324449234368,0.2417873300438801,0.24268902205648282,0.2415523812009508,0.24048565841801509,0.24045850838498595,0.24139472059130898,0.24142050682823044,0.24097860342204633,0.24167481756153478,0.23931297753444816,0.2412776021622638,0.24510142506724242,0.25484557427105975,0.26037126132946475,0.2664675940555567,0.26918126924945684,0.2744987285654213,0.2874754903747719,0.28687787580588425,0.2937026179388323,0.31021238690309483,0.32439687033171977,0.3232732229528153,0.3469425646430194,0.3500830971212354,0.37255548836808927,0.3875818335297444
