trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
13,0.21206727760479188,0.20062150762943537,0.2198419067130881,0.21910320668982403,0.20741114654134102,0.20411899986385595,0.20536431668744567,0.21054287777267525,0.21904338225706488,0.22832665609738056,0.23496576451564014,0.24956409875460644,0.29171154782719083,0.3086587487775995,0.21233238648887798,0.21994519571137555,0.22892008651674575,0.23927802711561186,0.25338406234718563,0.25886869783705807,0.274903487583086,0.2791929554900497,0.29867532183591683,0.3106933957234642,0.32896102736547334,0.3447467774271236,0.3491020890308542,0.3606585641738939,0.37419478802752615,0.39165781169922276
32,0.2172380416310057,0.2118299340979372,0.21723532647944915,0.21790372228471813,0.21087807743970202,0.21048963336507134,0.20666951515056353,0.20309363582556603,0.2024537903216897,0.20451620897377995,0.2046568879236574,0.2054991505843356,0.20743836011473674,0.2101092218837132,0.21374456901035793,0.2230207047604583,0.23428105795255366,0.24355376677250637,0.2566608275387454,0.2596046546031623,0.28000309857639394,0.2789229077946016,0.30525945984968855,0.31250470768138944,0.33444646726016797,0.34818021414944217,0.34940938065799154,0.36440829201252806,0.3774569533658589,0.3963914311436774
101,0.17777856888834215,0.1945875581619238,0.1984980300720594,0.20084105469109736,0.20145739023303683,0.20383905138668335,0.20417124692477642,0.20530744745041918,0.20584456364368933,0.2071149496686277,0.20657105016308974,0.2074600174808919,0.2105701508354457,0.2095080214459181,0.21379417761321007,0.21819814364512993,0.23072654780182286,0.24683053196406612,0.25739678430484964,0.2647042655964702,0.27973305088094585,0.2855070458083733,0.3070707718076138,0.31799014757608407,0.3378799039824865,0.3484875057765795,0.3531591084966257,0.3676704573508608,0.38219057281031354,0.3963914311436774
161,0.11169252823693557,0.12209236339647159,0.14226875924939703,0.15550734583133297,0.16136221679630047,0.1646593108719531,0.17104873972583404,0.1741784176560906,0.177034843199679,0.18133906248045115,0.1817978110108902,0.24958578265404135,0.2596144498065226,0.21092020396739805,0.2168696866622928,0.22355911508093784,0.23500228745871737,0.2501072971556259,0.25813274107095385,0.2698038765897781,0.27946300318549777,0.29209118382214505,0.308882083765539,0.3234755874707787,0.34131334070480507,0.3487947974037169,0.3569088363352598,0.37093262268919347,0.38692419225476815,0.3963914311436774
