trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4
16,0.23337694688888125,0.2141605754872706,0.24927927613560139,0.2514666266151763,0.24638685357253354,0.24601631641956068,0.2443873665934057,0.24526641512855504,0.2475437560115736
35,0.23337694688888125,0.26185791617782306,0.2462860828608511,0.24395601485173882,0.2498555217886786,0.2524238542953596,0.2463886790261494,0.2449741409711825,0.24852723480659134
78,0.23337694688888125,0.2390020852076921,0.2511105722899711,0.2436316119731279,0.24425161322738229,0.24329867926987,0.24036092080591043,0.2346242787844231,0.24852723480659134
141,0.2199822184987288,0.2286038389889486,0.22102913330775897,0.2332688369926836,0.2329472912239103,0.23452940553457036,0.23025257510941916,0.25729870645443,0.24852723480659134
