trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
20,0.10526824801182408,0.11980820209854645,0.20676413370481295,0.21072582606415424,0.19729232466403107,0.19913803994824308,0.19627816498124767,0.1991672951486852,0.20125556409686285,0.20464404824166504,0.21156215399733647,0.21799661553533642,0.22637794416504783,0.2452768211099946,0.2606588632036866,0.21565240905143168,0.2237020749928595,0.2480850873105442,0.2788646484971666,0.2974264648578722,0.33143221725751393,0.3506194082821066
45,0.10526824801182408,0.13469188390831893,0.18099426240027805,0.11404995286265308,0.13840696044102574,0.15074488253814725,0.16033970923718635,0.16767213224767172,0.17371632558410005,0.17784231713619708,0.18267347903995684,0.1894870949928518,0.20054070013346037,0.20895353085350937,0.21554288848994174,0.22375003743420738,0.23394904337027025,0.2648336143390319,0.28354165988321145,0.30205473318275916,0.34122471194909887,0.3537509737264425
99,0.10526824801182408,0.1495755657180914,0.15522439109574312,0.1620459848504691,0.16859837269461914,0.17452953263635546,0.17932342511401705,0.1830700547652821,0.18647085292126866,0.1890673282774573,0.18970251789163242,0.19316339920310943,0.19530774170938642,0.1988353377124665,0.1994571522858803,0.203208138238038,0.21458803325356884,0.2695106257250768,0.2881699282080984,0.3118472278743441,0.3443562773934348,0.3537509737264425
163,0.10492452028877397,0.13374359656730972,0.15146389186970155,0.15585213922788682,0.1611691125306016,0.16585182376335209,0.17009764317962126,0.17377026951798136,0.1778287765487729,0.2003147411373969,0.20384956671348442,0.20977067168407865,0.2202922814096905,0.22974710045807656,0.20755478066865599,0.21345510661544875,0.23133656028205654,0.2741876371111217,0.29279819653298533,0.321639722565929,0.3474878428377707,0.3537509737264425
