trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
5,0.14698204061727876,0.14698204061727876,0.14698204061727876,0.1566748661337689,0.16946337725821672,0.17059923724429515,0.19035757237636297,0.2257188279828828,0.25685476983152655,0.2864294571944193,0.3293902572381999,0.35471567958385686,0.38162845609693563,0.18174698635336342
25,0.14698204061727876,0.14698204061727876,0.14698204061727876,0.15790198007067244,0.16137627874349308,0.16463708580375103,0.16588397227550994,0.1711751367170422,0.17833806004371258,0.18633345703046025,0.19645379849646658,0.20678306672746746,0.28360160449028976,0.18890998200194983
50,0.14698204061727876,0.14698204061727876,0.11697627617438675,0.07903762460651717,0.1076506451010908,0.12275674655277974,0.13323740567397527,0.14017310925029397,0.14800920216266786,0.1571499485389722,0.16694383508194569,0.17472321015405567,0.1855747528836439,0.19607297765053622
108,0.14698204061727876,0.14698204061727876,0.08697051173149474,0.10980644265856812,0.12330972179227301,0.13422035495698748,0.14190188063162654,0.14870338164150565,0.15472568046903765,0.15706710924445902,0.1633357504437188,0.17058891277723354,0.17458399070477704,0.18052276515986787
