trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
3,0.24521677917705742,0.32998132590837803,0.3978167988521837,0.3389686082409118,0.3271681965908959,0.3039645267094542,0.30366914102333037,0.31362879248381786,0.34538054205019153,0.37639793885847594,0.41202179190867305,0.4569281250841073,0.5468017853910497,0.6465552993154203,0.2612964940669015,0.2634036241717676,0.26911429228612377,0.28397913104479644,0.2900802700368531,0.29190463340897166,0.2946279810303034,0.29762740436528806,0.29923941850168767,0.3065431880143565,0.3143924473013884,0.3201201548831478,0.33077805873650545,0.3398755905000156,0.35310866428688814,0.3759214271348057
20,0.24521677917705742,0.3114530277528115,0.34072383510066306,0.33314252842078634,0.3261215134957781,0.31557549735723445,0.3082473793844217,0.29661843130133,0.30443180289497535,0.3033472475161532,0.3039978693546902,0.30000096231559864,0.3086971221207404,0.33160873392405255,0.27125035740815845,0.27259887206593275,0.27531724603679664,0.28520859667346,0.2919013739042179,0.29099571122766615,0.2968985770222748,0.296856520040809,0.3008163098943666,0.308618181378012,0.3162420835812488,0.3211343723941671,0.335092793152165,0.34010962196611116,0.3594911697142289,0.3809453031314237
39,0.24521677917705742,0.29292472959724486,0.2836308713491425,0.28788498299825915,0.283734350552718,0.28518438752941305,0.28167388844235697,0.2889602857982299,0.28085200886192707,0.28126753890180023,0.2815808378731974,0.2798054861035245,0.2804351797201156,0.2814270715454682,0.2812042207494154,0.28179411996009784,0.28152019978746945,0.2864380623021235,0.2937224777715827,0.29008678904636065,0.29916917301424617,0.29608563571632995,0.30239320128704544,0.3106931747416675,0.3180917198611092,0.3221485899051864,0.3394075275678245,0.3403436534322067,0.3658736751415696,0.3859691791280418
108,0.24521677917705742,0.26032427869609764,0.2528120093741742,0.2513730522798444,0.2487865613705719,0.24963207339206459,0.25037576514795423,0.2529106940637195,0.2493565800154862,0.24841272244355334,0.25041847058114736,0.2565299467922551,0.25345904855078777,0.2513426307256445,0.2542083762776025,0.26291133853545096,0.28274966541613294,0.2882591661694883,0.2928135555902772,0.29235738503833203,0.29839828868976714,0.2976625271090088,0.30446819465070096,0.3125428110215279,0.3191059373721285,0.3264633243208459,0.33964155903392,0.3467261588595474,0.3708975511381877,0.3859691791280418
