trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
15,0.217693214322991,0.24149012493422875,0.24621526471693136,0.2461944334295635,0.24667551715600125,0.24383375405294483,0.24481925406722385,0.24506124094437087,0.2489602860460601,0.2531680466435395,0.25904624054533937,0.2645112291074638,0.2852013042216779,0.32985961072758685,0.2577910885582503,0.2660199587933545,0.27040465537198943,0.27797380213807776,0.25442924826389285,0.26045800305507566,0.26710158294589353,0.27463432429204504,0.28105272064748266,0.28915312004110494,0.30338933326593676,0.31644920377821273
33,0.217693214322991,0.2314592510854781,0.2305282320337304,0.2278911949715536,0.22679835866414014,0.22629776321115413,0.23079177592813602,0.23440959854466523,0.23495943032568944,0.24286069185552167,0.24583615657795072,0.2502916320485225,0.2621867863120894,0.284172266807684,0.2509451756061446,0.255194244661733,0.2585529803568359,0.265129133069007,0.25550164039587114,0.26239998831868877,0.26848138762768936,0.277020890283325,0.28187535283392157,0.29238068755147717,0.3072798723679804,0.31908859993230715
57,0.217693214322991,0.22028995446154895,0.22243103862405633,0.22413952005726498,0.22470403976628683,0.22678788154007704,0.23002045386913572,0.22932216958330667,0.23282613352069223,0.23195038909759702,0.23387006256443038,0.23607203498958124,0.23917226840250091,0.2384849228877811,0.2440992626540389,0.2443685305301116,0.2467013053416824,0.25228446399993626,0.25657403252784944,0.2643419735823019,0.2698611923094852,0.27940745627460495,0.2826979850203604,0.29560825506184946,0.311170411470024,0.3217279960864015
121,0.20266694203374508,0.20778125035429276,0.21118398834545885,0.2172047694408825,0.22024024104022824,0.22474000890581772,0.2252942257758026,0.23131134206673956,0.23207853821870633,0.2360305976834207,0.23980067101965702,0.24671541186723164,0.25587092812930096,0.264637001510356,0.2768456729249759,0.28225633038714293,0.2908184712071485,0.25335685613191455,0.25851601779146255,0.2657217782640977,0.27224775830076514,0.2802300884610438,0.2859255525307327,0.2994987941638931,0.31380980762411836,0.3217279960864015
