trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
11,0.2939754762613834,0.23776164243993694,0.17473262278284488,0.1560387733484118,0.14841999202315462,0.16666791989539273,0.20032263945889278,0.23753128287956227,0.2634854277549003,0.28229772369563816,0.32512283304690603,0.34675482303042804,0.20657737305530868,0.2600504135437627,0.27550167419217597
31,0.2799220178060218,0.14660046033219226,0.14961661660953982,0.15401793519234597,0.158755693482434,0.16292005570665094,0.17294547201969002,0.18304933731972556,0.20003989381885037,0.2201601084929678,0.2730157127979794,0.2907378959674867,0.22917845805932008,0.2641858487839783,0.279091869276167
49,0.26586855935066017,0.0723432830410485,0.14401892741288402,0.15107013351776694,0.15801951121040608,0.16500131790274356,0.17475980064586963,0.1816725769909771,0.19020725938368618,0.20561981519692685,0.22090859254905285,0.23472096890454539,0.2517795430633315,0.2683212840241939,0.282682064360158
109,0.25181510089529857,0.12353795291194669,0.1500288503806479,0.08564375190250591,0.12163035826418157,0.1348972510695088,0.14429605345737664,0.15230104214103143,0.1601125314492002,0.16783612748018883,0.17505738612567986,0.18397628805129726,0.2559149783035471,0.2719114791081849,0.282682064360158
