trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
2,0.1646191009149072,0.1646191009149072,0.15628652921561936,0.1743164209868525,0.185568037926602,0.17371017685392398,0.1808072877469965,0.20713792461706426,0.24169980114943612,0.3007110546696707,0.35041539285080725,0.4203961628107491,0.48764717273694463,0.5532304662326399,0.6164389139615315,0.26499130793619036
22,0.1646191009149072,0.1646191009149072,0.14795395751633153,0.16981506245066855,0.18283346841141312,0.13634323833358297,0.16300562193413948,0.18161806148037787,0.1912013337880357,0.19826558905338149,0.2025350377610929,0.20988059640869128,0.22132904951996127,0.2323387227246855,0.24535623518145436,0.271536332187769
80,0.1646191009149072,0.1646191009149072,0.1396213858170437,0.1653137039144846,0.18009889889622424,0.188312250953052,0.19817377205592665,0.20200819833542608,0.20804517401993305,0.2118800760087565,0.21458650447061506,0.217338503984332,0.22045384997172723,0.2227182923913524,0.25190125943303304,0.271536332187769
140,0.1646191009149072,0.1646191009149072,0.17881777952303643,0.1883026074417909,0.19723153641229116,0.20030263112343086,0.20674699209603978,0.2116889128728944,0.21309602614788276,0.2216579219953016,0.2188413275117539,0.220783284806672,0.22234109918738726,0.4195786031764419,0.2584462836846117,0.271536332187769
