trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7,0.3613340437895549,0.3541833091953344,0.34880163725922025,0.3600036347024265,0.3537182874427023,0.3516466013477583,0.3601851404159877,0.3748004917205579,0.37763992535767293,0.38128257541439076,0.3923518106505047,0.4120369456605138,0.42067287156651934,0.4598937090661547,0.48933342747771946,0.513945836057793,0.5398366408966184,0.5275818073159875,0.573044724330745,0.5848404752125073,0.644262287243017,0.6470322967896918,0.6795445420650615,0.706727707088967,0.7138869220993894,0.725594367506871,0.32100207169531936,0.32100207169531936
30,0.2526429625395167,0.254362928818641,0.25609701585488437,0.25430871168194924,0.25647302677514994,0.266186693097776,0.2675098507436846,0.2687054791506482,0.2956108806566861,0.31111626117087815,0.3339810147903973,0.35659974978266845,0.3834943330753551,0.3645061847172404,0.3802615498029961,0.39179277272694574,0.4066045887878761,0.40231128164232877,0.42821129171755434,0.434879307163228,0.4662800422982474,0.4681213600136631,0.4899074821936829,0.5038534366218855,0.5122054813027702,0.5232982196010951,0.32100207169531936,0.32100207169531936
66,0.23757565382578916,0.24048790218016236,0.239889011400202,0.24497726482694768,0.2504745391609623,0.2500266465318431,0.25447440062424326,0.2532809498117093,0.2546102031292005,0.25653015268387924,0.2571715959080811,0.26269833474027565,0.26480618500861913,0.26911866036832616,0.27118967212827266,0.2696397093960985,0.27337253667913375,0.27704075596867006,0.2833778591043636,0.28491813911394875,0.28829779735347777,0.2892104232376345,0.3002704223223043,0.300979166154804,0.31052404050615096,0.32100207169531936,0.32100207169531936,0.32100207169531936
135,0.2125137022410307,0.2126254133508911,0.21256103381079397,0.21678176014944736,0.21888183059682936,0.2232663462239434,0.22688838469919473,0.23540020861793104,0.23580328666976264,0.23678727051574133,0.24143807743280768,0.2465682428608022,0.2498177056818305,0.37922604392302284,0.3925677540930328,0.40473817514635846,0.4004771719975606,0.42504274014970755,0.4341091671584354,0.4645902131784829,0.46766504707158474,0.48437748265134806,0.5034990647056357,0.5074330441270967,0.518059204006511,0.32100207169531936,0.32100207169531936,0.32100207169531936
