trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
13,0.20162257693884303,0.20636286567495848,0.1857570228830312,0.23300230979279335,0.23114313088006538,0.24171462341444766,0.24306562807337867,0.24142410395212785,0.2439089367216323,0.24420651581119165,0.24652056015877707,0.25047752937836976,0.253547399505561,0.2889933065231921,0.3280938537297212,0.24884497825228258,0.2554326944119759,0.26328704853714713,0.2707426656254605,0.25307911903182406,0.25938194480748045,0.2657945737812534,0.27239403962708864,0.2815263350663637,0.2937299758696643,0.30849711414509107
31,0.20162257693884303,0.20873301004301623,0.21411508804363483,0.2189321409875608,0.22720458579414604,0.22440064586903946,0.22343160312957336,0.22501854437547406,0.22715591614935973,0.22882511900660188,0.2317414431854728,0.2345546899120174,0.24119576672206106,0.2601551783008357,0.28149346870641057,0.24155833630461762,0.24655239056228478,0.2538851542959983,0.2604231732809377,0.2545668380795286,0.2610456386476041,0.2673371944280162,0.27415115190324346,0.28433537050984636,0.29702276082783197,0.31258789832463674
55,0.20162257693884303,0.21110315441107397,0.2173730744305448,0.21569756610968654,0.21804226944607757,0.21995194101217694,0.2215173075493705,0.22066004042136456,0.2248001835772514,0.22479240376910345,0.22795838099144114,0.22777496856799068,0.2288441339385611,0.23131705007847927,0.23489308368309988,0.2342716943569527,0.23767208671259366,0.24448326005484944,0.2501036809364149,0.25605455712723324,0.2627093324877277,0.268879815074779,0.2759082641793983,0.2871444059533291,0.3003155457859996,0.31667868250418246
119,0.20399272130690077,0.18680724212425753,0.2016737300791435,0.2016430686221336,0.2096532271140717,0.2127160164458104,0.21923409851908818,0.2213114179017689,0.222588182510118,0.2278439014164903,0.228542155999206,0.23274849615342558,0.23883991669742938,0.2479485659704034,0.2561316201999475,0.26431299826166704,0.272688942778296,0.28106215796998335,0.2515913999841195,0.25771825096735684,0.2642519531344905,0.2706369273509338,0.278717299622881,0.2904371909114967,0.30440632996554534,0.31667868250418246
