trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
18,0.08169570206727553,0.08169570206727553,0.12126531057693538,0.15313809453809746,0.15874698001308882,0.12814530480518305,0.14495120984545468,0.12702546091828595,0.15731961024145763,0.15787340790065835,0.16311259233096032,0.16046330510419185,0.16869361964299415,0.17852616437628,0.18954210199821747,0.1774008091085579,0.17930096515251703,0.18350787871779445,0.18617535800847637,0.1916329466048772,0.19465495749305942,0.19877529020963422,0.19978951170206305,0.20957443367104767,0.21912840381447007,0.24640359633395909,0.2587469328449574,0.2703200862196542
38,0.08169570206727553,0.08169570206727553,0.1410501148317653,0.15793238961226455,0.16049518293370788,0.15652290549128675,0.16205044210604871,0.16009312515374852,0.16408167887014186,0.1640759217158607,0.16681623353424582,0.16696317192084417,0.17143751014820263,0.17338378760988327,0.1775646318944011,0.18113947728285706,0.18341216572181962,0.18866990285822138,0.19219472173931723,0.20127374707457676,0.2025773879911832,0.2087990644992848,0.20820924656232476,0.22292070926393384,0.23466635227821356,0.2503160110192076,0.26155724012020737,0.2732410349194698
97,0.08169570206727553,0.08169570206727553,0.1435495043897633,0.15525057417185067,0.15708321964545802,0.16088660560983759,0.14818951827972765,0.1636513607094245,0.1630385340734301,0.16913604032166268,0.1657515229470998,0.16633755045106552,0.16812755204424137,0.16933356058390697,0.16992347275995962,0.17107856401391183,0.17318383043694058,0.17413663054679468,0.17235134566547808,0.17881009649681184,0.17872774163033311,0.1829500419815396,0.1828818824852753,0.1880525068869831,0.23857876696346206,0.25312631829445753,0.264478188820023,0.2732410349194698
160,0.08169570206727553,0.10148050632210545,0.1483437994639304,0.15699877709246973,0.09976770411907936,0.12785197758486064,0.1401198158336595,0.1357297912286617,0.15068177121250081,0.15551221938654022,0.15809525687261303,0.16023764051218647,0.16412353094182824,0.15951372701679606,0.17366214093425877,0.17518976458321442,0.1783458545773675,0.18015599427763554,0.18199214613517764,0.18673252699493562,0.18875151591998368,0.19136977684180131,0.19622815807816146,0.2035904553507266,0.24249118164871059,0.2559366255697075,0.26739913751983857,0.2732410349194698
