trading_days_to_expiration,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
11,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.23939892778984634,0.24029923591666985,0.2605178241866989,0.2986981587891906,0.2763641984499904,0.24862959244902905,0.18464149481994907,0.235361008143924,0.27317015502697695,0.29424885370590736,0.31623641888436155,0.3335861889849078,0.3443992977617821,0.33960172792704174,0.3474823649436725,0.3584661192753952,0.3644822109089125,0.370122551140883,0.3849351397759454,0.3953656754968482,0.4146644069218771,0.4331289091015115,0.4502049134712154,0.4776269018162632,0.4929922682949673,0.4995279439038079
31,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.231094428082723,0.24905388968720496,0.26100428404141024,0.30214703411971144,0.2846754431727439,0.18870779317474826,0.24244118284731614,0.26847730833443706,0.27961618504534386,0.2972525959251737,0.30601391799584016,0.31998691928857736,0.33312761508566996,0.33988032936800566,0.34840978268952605,0.3598271337551602,0.36788699061095076,0.37741140605364915,0.3874430510167108,0.3980065503235607,0.4202170257879826,0.43743287020602106,0.45446226122628014,0.48534844867959087,0.4955402081667594,0.5008571891494907
90,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.22278992837559966,0.25780854345774007,0.2614907438961216,0.30559590945023235,0.2929866878954975,0.2952385906135728,0.32361943052090836,0.299879163381906,0.3184355741777063,0.32324905320607467,0.3236607117989149,0.3378747119124568,0.3390445250451139,0.3456275294519655,0.3557440903158651,0.35767265150483585,0.3555448413153507,0.3799193172944145,0.3900839258434233,0.40355916918966617,0.4245209868924922,0.4416902179610858,0.4621838080896078,0.487896388551383,0.49686945341244226,0.5008571891494907
151,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.25600792720409304,0.2477034274969697,0.23154458214613477,0.26003136433198754,0.2952492834586697,0.2680529537272368,0.3085513917233098,0.31528508867205135,0.31607419528876635,0.3193046425048707,0.3041946774424146,0.3088715670912103,0.31507476644702465,0.3163094503581877,0.3393231264860778,0.34655494719781904,0.3571051047956301,0.36107743120687413,0.36283369622811684,0.38242722853517996,0.3927248006701357,0.40911178805577164,0.4288249479970018,0.4459475657161506,0.4699053549529355,0.49044432842317515,0.49819869865812505,0.5008571891494907
