trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
20,0.17752514407521766,0.17752514407521766,0.17752514407521766,0.18334526310894733,0.13576257200833028,0.25974799076052235,0.28888324701733414,0.30361160741220483,0.3202761022740782,0.33177735904918365,0.3555529205140287,0.3641845064315658,0.3064813604478126,0.3109548157998605,0.3139107583051616,0.3202787705057373,0.31819489408499313,0.33292547437147213,0.3278646539789656,0.3233156221949726,0.32651163432889213,0.331138237958796,0.3307909310098345,0.3336378444524402,0.3541716986090979,0.3673388992931303,0.3844317998963672,0.3923468925197515,0.41120570473208984,0.42711974130569086,0.4408796740895552
40,0.17752514407521766,0.17752514407521766,0.17752514407521766,0.18916538214267703,0.1917369585101275,0.2578136411851055,0.2824826750162936,0.29198125971964883,0.30790763731130705,0.3150902625855052,0.3266093478701414,0.33521525218650183,0.30666839333718177,0.3105356434792288,0.3153912946305033,0.32295668753618745,0.3212111230242852,0.3315016371986827,0.3298621570244252,0.3295839800245577,0.33312931623016484,0.339258680234343,0.34255879871259737,0.3432578961324087,0.3548185740074583,0.3732756242367861,0.3870415252543299,0.39369471347348095,0.41928728988452957,0.42699517444005164,0.44788420734712664
60,0.17752514407521766,0.17752514407521766,0.17752514407521766,0.1949855011764067,0.24771134501192474,0.2558792916096887,0.2812469070483652,0.2786377024915117,0.2871986506706039,0.3059384084969174,0.31063046236533626,0.30624599794143786,0.30685542622655093,0.31011647115859714,0.31687183095584504,0.3256346045666377,0.3242273519635772,0.3300778000258932,0.3318596600698847,0.33585233785414276,0.3397469981314376,0.3473791225098901,0.3543266664153603,0.35287794781237725,0.35546544940581865,0.37921234918044194,0.38965125061229255,0.39504253442721043,0.42736887503696924,0.4268706075744124,0.454888740604698
119,0.17752514407521766,0.17752514407521766,0.17752514407521766,0.24943561025689215,0.2683265802639589,0.30970464015730764,0.3161720036100453,0.3049907123756481,0.3163701995651562,0.31710965437276006,0.32345421393756285,0.30629432755844344,0.31137398812049216,0.31243022197981984,0.31760085347528705,0.3151786651457011,0.3343493115442616,0.32586715093350604,0.31704726436538755,0.31989395242761937,0.3230177956832489,0.31902306330707153,0.32401779277247167,0.3535248232107376,0.36140217434947447,0.3818220745384046,0.39099907156602204,0.4031241195796501,0.42724430817133,0.4338751408319838,0.454888740604698
