trading_days_to_expiration,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
11,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.10309107427573398,0.07751527975736516,0.11438080734106608,0.1272412966593095,0.136003867342378,0.1490986474672161,0.1815554611345692,0.1505263208820593,0.16012707531575868,0.17264486686446076,0.1713348765832333,0.18121965298811027,0.19522322194075026,0.20646142028856956,0.21826947988164613,0.23097416186227263,0.2507371084199112,0.26631734153204883
31,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.10558559488187355,0.11699026351537362,0.12040215570720675,0.1292659822234107,0.13167367368501803,0.13844358903885504,0.14121970087762337,0.14765066850013864,0.15592145047951472,0.16889303626966815,0.17214882335442167,0.18424326286600648,0.1988832082989982,0.20898749095176,0.22136347619160818,0.2341777237524941,0.25625690330905027,0.269670820939715
94,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09810203306345484,0.08757041622373339,0.10504485798862179,0.11496884564361938,0.12430373966262573,0.13335070503583898,0.14815607870897962,0.15627762564590067,0.1685383249882466,0.18014852805404596,0.16970698304085652,0.17517243323231788,0.18790324922425442,0.20140927896218863,0.21208148726172205,0.22456703808182965,0.23969751864163313,0.25961038271671644,0.269670820939715
153,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.09560751245731527,0.10059655366959441,0.058636965296836756,0.08307896104692376,0.09627455347630456,0.10511155090988014,0.11791050674698561,0.16485576992177442,0.15340197326398,0.16433270015200266,0.17639669745925335,0.17052092981204492,0.1781960431102141,0.19156323558250232,0.2039353496253791,0.2151754835716841,0.22777059997205112,0.2452173135307722,0.2629638621243826,0.269670820939715
