trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
17,0.13700146735898908,0.13700146735898908,0.14594329135198048,0.14698140291228917,0.11656217037987834,0.14006843867778931,0.14978246796595704,0.1473967102478581,0.1459540894534251,0.14391503873505593,0.14107224367290838,0.14172912284986092,0.14240282831933704,0.14687605834813341,0.15559230701064558,0.1652543583998389,0.17969394871046615,0.1936454305271018,0.2019438482021427,0.22450734855284493,0.23453846483924456,0.25984312809515514,0.2669253420526941,0.2787499838004692,0.3028073923980776
40,0.13700146735898908,0.13700146735898908,0.1458132165902022,0.15129866125946018,0.13689109570718153,0.14583776857850994,0.1535202420966682,0.13193646265170245,0.13909797659211787,0.14272467963915642,0.13825258888010225,0.14080423535155692,0.14410872878245476,0.15278028596365534,0.16697058031841847,0.1640006629015351,0.17152198383142994,0.18055172886532092,0.18474491978740215,0.19931719478652876,0.2061001524032787,0.22087364240905305,0.2261132502984558,0.23744511026253876,0.3028073923980776
76,0.13700146735898908,0.13700146735898908,0.14568314182842387,0.15561591960663115,0.1572200210344847,0.1516070984792306,0.1546214806225908,0.1569384270619829,0.15556801394910308,0.15676934360034422,0.1565948985972999,0.1583999279248635,0.15757668013606327,0.1557824507158628,0.1599069961792265,0.16274696740323125,0.16335001895239373,0.16745802720354006,0.16754599137266157,0.1741270410202126,0.17766183996731283,0.18190415672295093,0.18530115854421753,0.19614023672460829,0.3028073923980776
145,0.13700146735898908,0.1414723793554848,0.1463322723703565,0.13608904499325475,0.148644229856137,0.09641847197310106,0.12201612164893375,0.12750446291182177,0.1418562374476041,0.14460551034616206,0.14979606883355856,0.15382008545947587,0.1556406517823688,0.15834457863432097,0.15765132928552938,0.1712204580568487,0.17849772473974776,0.18470093770284138,0.19602666996275325,0.20433275292972858,0.21875248403123398,0.22441474938782252,0.23202557117234338,0.24947381456134293,0.3028073923980776
