trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10,0.18643487164652828,0.17293592843426547,0.15790755573689266,0.16408411581885826,0.20272220733335622,0.19765062958607987,0.18724919831232636,0.21018746784054002,0.20669451384858423,0.19238120741737835,0.17877197377960607,0.17910897214504834,0.17833440354230165,0.19753129091791274,0.23555694175689962,0.2839267402722853,0.30903354244025366,0.34866335522247205,0.20293499658038722,0.205882350401856,0.20860597824823926,0.21182324850271406,0.21733345891867334,0.22312786214752553,0.22802228979784644,0.2368275476750932,0.24834215007106802,0.256676280861334,0.2705693443182417
27,0.18643487164652828,0.1661864568281341,0.16853722506013627,0.18199780915482874,0.20436354257545003,0.20813733511305477,0.1965650543855411,0.20468998595869733,0.21030235165820296,0.20020959145699066,0.19576283180773207,0.18778906300252335,0.18813877996350714,0.19038473418216162,0.19395078838925278,0.24083384100574948,0.25454439357898656,0.275156510788732,0.20357766169308486,0.20671336219989278,0.20913678037339412,0.21290108150479656,0.21901073112457048,0.2243477915560545,0.22924957421447792,0.2400028921970851,0.2509241067470635,0.25826138958047146,0.27593076732755806
46,0.18643487164652828,0.1594369852220027,0.17916689438337985,0.19991150249079925,0.1929210539901427,0.20220697354024805,0.19925954524887993,0.2003878183735373,0.19915381599327084,0.1983532433911521,0.19871857241007684,0.19747386998841482,0.19812091648875502,0.19811036773111396,0.1977354324857438,0.19774094173921364,0.2000552447177195,0.20164966635499196,0.2042203268057825,0.20754437399792952,0.209667582498549,0.2139789145068791,0.22068800333046762,0.22556772096458344,0.23047685863110942,0.24317823671907698,0.25350606342305904,0.25984649829960893,0.28129219033687447
115,0.17968540004039688,0.14727788641364908,0.14617042248288775,0.20108087209126244,0.18716392405910495,0.18274166592150864,0.18388233936330017,0.18886381555139478,0.18760135490876031,0.19128917058674108,0.1911512458582058,0.19166756822020095,0.1917457266057871,0.19335702324511117,0.19684309672157127,0.19378692108112502,0.19660934501108224,0.2022923314676896,0.20505133860381924,0.2080751761230844,0.21074541550063153,0.21565618671277623,0.22190793273899656,0.22679500538121494,0.2336522031531013,0.2457601933950725,0.2550911721421965,0.26520792130892534,0.28129219033687447
