trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2,0.2347931483741158,0.2364740917303919,0.25526890300154004,0.24543463986255928,0.24191305348136366,0.2414844951068723,0.23913565087537839,0.11698533665873695,0.16856240987547977,0.16979329222551132,0.21517929234635036,0.20247189273540325,0.22751811127389446,0.25310049236966464,0.31457946780857216,0.396769430435788,0.4400171013487553,0.4414663950990284,0.5100804951307975,0.5129005173134484,0.5780689009957939,0.5823307055758777,0.6437461917201999,0.6491247439699452,0.2373240361429901,0.24247923568396035,0.24247923568396035,0.24247923568396035
20,0.2347931483741158,0.23731456340852994,0.27391273254030435,0.25418099214364964,0.24625224985523705,0.24632864939090357,0.24041619774959325,0.23854063373911708,0.24241876552507471,0.24262536826627498,0.24524127897097128,0.2465662371933218,0.24329709279402115,0.244018551540739,0.24799061337277656,0.2528878406975835,0.25965547149784,0.2594094098185176,0.25960097741555505,0.2608968425758945,0.27916033838034365,0.28137604662132176,0.44276870742764385,0.4466072123882478,0.23990163591347521,0.24247923568396035,0.24247923568396035,0.24247923568396035
60,0.2347931483741158,0.238155035086668,0.2389840022535197,0.23732475433518635,0.23767026104533215,0.24652495514876568,0.24041873356779186,0.2392124315432008,0.24033628589164205,0.23853274447783052,0.2399982213485351,0.23998504199199144,0.24081052590410013,0.2405631101876739,0.24096723834983097,0.24134595685270366,0.24103164452340364,0.24286025924311544,0.24119924494591724,0.24467554280811496,0.2433490422400683,0.2438396088791924,0.24179122313508777,0.24408968080655033,0.24247923568396035,0.24247923568396035,0.24247923568396035,0.24247923568396035
120,0.23563362005225386,0.23662507346277575,0.23668828758146893,0.2375738571074903,0.23664034082284108,0.23785510400116353,0.23693502988469697,0.23663371183526016,0.2369981108480642,0.23482137910799553,0.236731149821406,0.23559385400871585,0.23701867839075397,0.23595687923826486,0.23776978566895948,0.2372726093753287,0.23740179083943683,0.23670549856453083,0.23611461016577492,0.23675796852644565,0.2371675391487301,0.23709750904759305,0.23687199137043563,0.23474643637250497,0.24247923568396035,0.24247923568396035,0.24247923568396035,0.24247923568396035
