trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
10,0.15671038943806812,0.15671038943806812,0.15598158807598433,0.16029260335688353,0.1678612535338623,0.19271223670716298,0.18959783271443298,0.1876258491714882,0.1865233458983372,0.1864291201992186,0.18540949977980362,0.18599829724726674,0.18716807455542125,0.19012147293525783,0.19268471719425664,0.2025545111866771,0.2112712890818757,0.2275363857740487,0.22589354174305704,0.2475828928861716,0.2747566924237642,0.308301284364532,0.33276335626369125,0.36566599598015387,0.3780163314499026,0.3972512661271309,0.44703782898659544,0.4947264646712842,0.5565256383947602
30,0.15671038943806812,0.15671038943806812,0.15561718739494243,0.17066282580689124,0.1713953889354286,0.17585907805917292,0.17870801190606111,0.1745596772917547,0.1725015785351803,0.17349425621126463,0.17028998227994882,0.16867337739645308,0.18161130669304737,0.18486929650907474,0.1908407929665652,0.202299204942968,0.21364837996469765,0.2281611397514034,0.2362827016178713,0.2570759408566928,0.28314284040895615,0.31441680233932184,0.3409890161928069,0.36875357984759105,0.38282506511920966,0.40969790684199703,0.45895998790776765,0.5101762581021532,0.5565256383947602
74,0.15671038943806812,0.15671038943806812,0.1620001838072793,0.16951189085184806,0.1714235079458405,0.16845207095256967,0.1692491915051006,0.16930591884075413,0.1690434939076827,0.17354845807542973,0.17186236093695134,0.17361771970602224,0.17605453883067348,0.17961712008289163,0.18899686873887372,0.2020438986992589,0.21602547084751958,0.2287858937287581,0.24667186149268558,0.26656898882721397,0.2915289883941481,0.3205323203141116,0.3492146761219226,0.37184116371502823,0.3876337987885168,0.42214454755686315,0.4708821468289398,0.5256260515330222,0.5565256383947602
134,0.15671038943806812,0.1563459887570262,0.1611463935820814,0.06662164146502737,0.1040010336445887,0.11762476185749693,0.12795821257144707,0.13312824162748058,0.1375120551876152,0.1410252363211501,0.14534396299456734,0.14600386484189318,0.18308800588296564,0.18615091863857414,0.19577568996277542,0.20665759389056731,0.22178092831078414,0.22733971773590755,0.2471273771894286,0.27066284062548907,0.2999151363793401,0.3266478382889014,0.3574403360510382,0.3749287475824654,0.39244253245782384,0.4345911882717293,0.482804305750112,0.5410758449638913,0.5565256383947602
