trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
20,0.07747256742271912,0.08059955349483035,0.22794532890701028,0.21649982408553725,0.2110171018985256,0.2076205562715801,0.2101171708046347,0.21042736521452005,0.2139120401526357,0.21181190497038296,0.215593230793,0.2152940696719903,0.21426648400267895,0.2185788980301081,0.218787776990202,0.22195588426788915,0.22805121827026462,0.23367985425707982,0.2322602279438048,0.24754408788492613,0.26116948992562017,0.28081285438681736,0.29206238914811283,0.3205978889824835,0.3411894544500901,0.35724765103004485,0.39094257018300704,0.4332147011240038,0.46305778151655036
40,0.07747256742271912,0.08372653956694157,0.1987546922701598,0.1961869055882748,0.1911922466688486,0.19509565291345682,0.19489430382376385,0.1946027703579766,0.1947342920916311,0.19272301422608681,0.19561427226292452,0.20455002371676828,0.20655514597727348,0.20974305231855056,0.21543007639230444,0.2225529772773207,0.23219947369123461,0.24284571136391042,0.24834680987610142,0.2665334256516274,0.26608033104091944,0.28362523807714124,0.2991962641067055,0.3257457803493851,0.34520400359507875,0.36567138081828543,0.40151060291825624,0.44067547122214046,0.46305778151655036
84,0.07747256742271912,0.0868535256390528,0.1862025840157616,0.1841654713844286,0.18626048180791052,0.1856108818451363,0.18497487138130683,0.1862238526251547,0.18718796937057802,0.18890576338971746,0.19001958139263186,0.1938059777615463,0.19884380795186798,0.20090720660699304,0.21207237579440688,0.22315007028675224,0.23634772911220459,0.252011568470741,0.26443339180839803,0.28552276341832866,0.27099117215621876,0.2864376217674651,0.30633013906529816,0.3308936717162868,0.34921855274006747,0.37409511060652595,0.41207863565350544,0.4481362413202771,0.46305778151655036
144,0.07747256742271912,0.08998051171116403,0.13550519060979246,0.14142009497650926,0.1459117963523396,0.14977334554203015,0.15150263543334608,0.15586886111783751,0.15542956982521916,0.16088130865086853,0.1614913546556529,0.20403623088211262,0.20871135299098803,0.20984749179859752,0.217014130031148,0.22560064427850843,0.2350137916846422,0.2421358982072729,0.2559887398466621,0.27334612667197444,0.2759020132715181,0.28925000545778895,0.3134640140238908,0.33604156308318844,0.3532331018850562,0.38251884039476647,0.4226466683887546,0.4555970114184137,0.46305778151655036
