trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
6,0.23734556813940236,0.26476580931093907,0.25089445484590284,0.24702903575549115,0.24292527209322284,0.2387561360375496,0.24172102536493714,0.250022702681918,0.26119448702885867,0.27800730243506727,0.3020237896978882,0.32800176336831643,0.35663649916319995,0.4261286736204327,0.4996205696379012,0.2645767827802713,0.269631791702809,0.2771712360823773,0.28557422769162166,0.29394574561371956,0.28732301692067364,0.29616646382544565,0.3054274560449026,0.31405698785265607,0.32401893329436615,0.3379406943388682,0.35710775490286983
24,0.23734556813940236,0.27847592989670744,0.2663963472367348,0.25793802924272247,0.24766299708010037,0.2439520446801457,0.24921063366069116,0.2501835664257079,0.2500719755474843,0.25378676173518294,0.2555551177423363,0.26423199327785823,0.2702860808788489,0.3418595259072771,0.37867936529968427,0.264238677131752,0.2670799166780436,0.27356586096610874,0.28241221077589507,0.28859894063186003,0.28935845755601025,0.29855274664249504,0.3076716693375817,0.3161275404638537,0.3269293534040236,0.3419911547514618,0.3626408247722771
48,0.23734556813940236,0.23980047336569335,0.238728928935815,0.23860192205782457,0.23743034296187115,0.24113701967995463,0.2408492220545546,0.24453828912472092,0.24424376261928138,0.24718163236685978,0.24721918077158955,0.252935349146557,0.25161317590637056,0.2575903781941214,0.2577381609614674,0.2639005714832326,0.26452804165327826,0.2699604858498402,0.2792501938601684,0.28325213565000046,0.29139389819134687,0.3009390294595444,0.3099158826302608,0.3181980930750513,0.32983977351368104,0.34604161516405535,0.3681738946416843
112,0.2510556887251707,0.2113176582387316,0.2241942341181576,0.22377398985026367,0.23251807170896058,0.22876681162085094,0.23221014098069692,0.23410479198500966,0.23749962084190637,0.2399543052920285,0.24331355796198467,0.24873830785450415,0.25078893787947965,0.25480457272609575,0.2649148884287907,0.2721836667275743,0.28077661119864583,0.2887362446073483,0.29929255059557913,0.2852875762853371,0.29378018100839626,0.3031832427522235,0.3119864352414584,0.32110851318470873,0.3338902339262746,0.35157468503346256,0.3681738946416843
