trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
3,0.18037720265391724,0.18037720265391724,0.14407593011824682,0.15773872475049577,0.15855698052675554,0.1678069791777461,0.18780487699275702,0.20175081542684337,0.22131033969265426,0.2617705541265202,0.33048507194485616,0.36167917615498674,0.42047670032056084,0.4250525415249206,0.4750871907055472,0.2503834928770589,0.27236150011232113
28,0.18037720265391724,0.18037720265391724,0.18907699058659364,0.19386312308773346,0.1874938251231984,0.18437569359791817,0.18670456594734244,0.18553830458927603,0.19087451086652396,0.19518479384949344,0.2029143633012193,0.2112795295762886,0.2201704867344554,0.22989215135522498,0.23998899181195635,0.25384832656542644,0.278532557961286
87,0.18037720265391724,0.13972603615190865,0.15534565849992588,0.10176705682176347,0.12188473893946739,0.13499430735958723,0.1429295209394659,0.14937444417250265,0.15399622599753068,0.15843546465781538,0.162709306519774,0.16700949445082658,0.17378805135434988,0.17870940190200948,0.24345382550032388,0.2600193844143913,0.278532557961286
145,0.18037720265391724,0.09907486964990003,0.12161432641325809,0.12962013593031266,0.13717362554091975,0.14225251477328127,0.14997269049014267,0.15297315104379555,0.155881247593528,0.1591401499934685,0.16418272785927604,0.16613755783195192,0.16826633606259464,0.3268982963037783,0.24691865918869138,0.2661904422633562,0.278532557961286
