trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10,0.11529526586002124,0.1749424016825769,0.26363368961217554,0.28010241039995504,0.2940309893605447,0.2980142080304339,0.31094953457146196,0.31886569102929035,0.33669265042309887,0.340246587742793,0.35699816019237157,0.3807287159272609,0.39244668080186795,0.39777291929511344,0.4645207752065746,0.48352219807667624,0.4954032013587083,0.37450131814120696,0.37670205430124964,0.40805358323871604,0.40292283374347687,0.4306752726968596,0.4463004194102548
30,0.11529526586002124,0.20989353165797045,0.22978458523730005,0.26384822330031776,0.2805312834211918,0.29571306692226546,0.30868407876657245,0.318493951196522,0.3230996186742274,0.33520323182733264,0.3475821383565791,0.3463784719893599,0.3583220244468292,0.36901200214201707,0.3736521358459928,0.37964086905522415,0.3906283113006355,0.39495113382893876,0.39606729787584605,0.41204901169300606,0.3998807744269671,0.44094010545349044,0.44808719072917624
91,0.11529526586002124,0.19520714820369664,0.22975179703320714,0.2407344811298362,0.2538325175829033,0.2633990198126925,0.2751968614296673,0.283859122368868,0.28997749438038795,0.2992618340397727,0.30740394293747164,0.30887348555063254,0.3148288506431247,0.31835760545515557,0.32530028509837755,0.32646337706342055,0.3336016867657434,0.3379715671520569,0.40006272633013606,0.4090069523764963,0.41014560718359794,0.4427268767724119,0.44808719072917624
159,0.13832120540925025,0.18378603204900695,0.20144317078710694,0.23179737702265985,0.2281524534963543,0.24438002888045804,0.2517301627302919,0.31027588639598347,0.31511204106159046,0.32812999711607216,0.34406632943236626,0.35066008317625025,0.35630088496911905,0.39143919033086505,0.4044112415875269,0.4109332892110644,0.3540515024534752,0.3573368107266533,0.4040581547844261,0.4059648930599866,0.42041043994022875,0.4445136480913333,0.44808719072917624
