trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
8,0.12480830033859876,0.12480830033859876,0.12480830033859876,0.1348382339428055,0.180380209052519,0.20696493137690172,0.23951157692795147,0.19339713885287577,0.2318756894699165,0.14529454762627872,0.21680234840398802,0.2761210691253004,0.3101820631195552,0.3243737770445343,0.3301545116308602,0.35290715876922224,0.37753233692193267,0.3483733201032768,0.3444512407881443,0.4572700655803448,0.43791553667004646,0.44101169970353543,0.5031769421081994,0.5885082000574456,0.6216224398965431,0.558822466334093,0.6138839141360956,0.3992819527741538,0.41737171802343975,0.4338012447629003,0.4541104552305586,0.46424311659235346
28,0.12480830033859876,0.12480830033859876,0.12480830033859876,0.14486816754701226,0.19583238334961225,0.1871931308100047,0.22581039444007342,0.11717405832008349,0.17671489444494523,0.2180221301216219,0.24544639101868518,0.25935994601729156,0.30109497948465325,0.3119139881205366,0.3194156230943017,0.3337442881503335,0.3490901954554636,0.3322263545802151,0.3344687994388687,0.39646736844048214,0.38566682489756704,0.3892968033267211,0.4244954516428935,0.47157369185366627,0.4921681907296099,0.46717212360515353,0.5006645396472802,0.40520034658199827,0.4204982068402383,0.438889519315832,0.459176785911456,0.46424311659235346
68,0.12480830033859876,0.12480830033859876,0.12480830033859876,0.154898101151219,0.2112845576467055,0.16742133024310765,0.2121092119521954,0.21938648885926496,0.25855735259415447,0.24571589487952503,0.2679829485601809,0.2719235983589704,0.29200789584975123,0.2994541991965389,0.3086767345577432,0.31458141753144486,0.32064805398899454,0.3160793890571534,0.3244863580895931,0.33566467130061955,0.3334181131250876,0.3375819069499068,0.3458139611775876,0.35463918364988695,0.36271394156267667,0.375521780876214,0.3874451651584649,0.41111874038984275,0.4236246956570368,0.4439777938687637,0.46424311659235346,0.46424311659235346
127,0.12480830033859876,0.12480830033859876,0.12480830033859876,0.16492803475542575,0.22673673194379876,0.2532127594158295,0.26962021938566805,0.2870364844948877,0.2911421539276003,0.29904591970448363,0.3029667297254003,0.3119062499596719,0.3172002261512707,0.31953206068970447,0.31783374338148007,0.32139879057203374,0.33366327700876036,0.33534470035748704,0.341479704658487,0.3462433638843199,0.35106728126180564,0.3559318528620665,0.35948302107640284,0.48813081177321505,0.46076820394838486,0.4947028475061548,0.39336355896630937,0.41424522920664125,0.4287129702099685,0.44904412454966114,0.46424311659235346,0.46424311659235346
