trading_days_to_expiration,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,0.25537618306914656,0.25537618306914656,0.25537618306914656,0.16114501750370747,0.15549396008473543,0.23453418505610035,0.2094930246804052,0.7215860862647658,0.6191582414569735,0.7766443123115704,0.20274033285836313,0.19907302731224844,0.5844506801954165,0.364737357712966,0.3430882291167758,0.1935267207152929,0.2309719642520065,0.007539651154765996,0.041509185054587734,0.13406490666184842,0.15894689859541608,0.242439023166437,0.2651446310201204,0.3435952994428154,0.3630783774387232,0.4396645182099859,0.45652475901826367,0.532027581356205,0.548376859364138,0.6355756654824991,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957
17,0.25537618306914656,0.25537618306914656,0.25537618306914656,0.18273522775802115,0.16673876129017623,0.30172161093206734,0.22123092778212478,0.28621436107261333,0.25117098326110315,0.2534260798720611,0.2376682663355439,0.2170483726959824,0.2223985513841424,0.20533628151742103,0.20761228320845088,0.20147526060785578,0.19857998219112344,0.19649394264624442,0.19590024685669336,0.19417967742731296,0.19448341855075232,0.19650521287463527,0.19485321526552318,0.19505511621727586,0.19557584430975325,0.19891317764321248,0.20445407537494886,0.36276252445519336,0.3729165941323871,0.42175927275069935,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957
55,0.25537618306914656,0.25537618306914656,0.25537618306914656,0.20432543801233483,0.177983562495617,0.1860172184769661,0.1885047353319929,0.20657924137028424,0.19564976173204293,0.18609762741585445,0.18470558308764723,0.19077276502297885,0.18666180233170082,0.1882076270036196,0.1862249572278307,0.18692598414444514,0.18712246158485338,0.1867368248249639,0.1866410723540135,0.18780014644105766,0.186860807292106,0.1876842351674424,0.18647555506463573,0.1897014039610122,0.18555507932392226,0.1905758215893537,0.19250351522638254,0.1934974675541817,0.1974563289006362,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957
119,0.25537618306914656,0.25537618306914656,0.1395548072493938,0.14424915887929465,0.16734675918013334,0.19775512157868566,0.18016597011777621,0.1744944446163626,0.17268204573193136,0.16781239938118236,0.18109768192851447,0.1824648058030691,0.17178423781331043,0.17690679380412458,0.18557818082273,0.1814891157347751,0.1813425538474913,0.18416787069289894,0.18526629660727328,0.18273605707268395,0.18231709175847238,0.18343859688842068,0.18457431159829177,0.18411399414835034,0.18503167978178198,0.18454371871023206,0.36226554829129376,0.37093716345915984,0.4165159971915676,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957,0.20794288001889957
