trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
7,0.42041327917373433,0.42041327917373433,0.42041327917373433,0.31899661657716577,0.21757995398059723,0.1367155975150354,0.12725438411624332,0.20020221693422358,0.1971440818904455,0.205524830646699,0.20672018273728204,0.21036761833213977,0.22997742348260283,0.2340843717644518,0.23961136213694784,0.24396425015863515,0.24834652646081873,0.2538178094035537,0.26152805846809546
26,0.42041327917373433,0.42041327917373433,0.3950591135245922,0.29364245092802366,0.1922257883314551,0.13191373799689995,0.1745641916235818,0.18994990346203128,0.20368083175191218,0.20843120837797616,0.21476705973040824,0.21348600095847256,0.2302192661603272,0.2358960032276519,0.24056322585999576,0.24518883044643086,0.24931308432411478,0.2555868930116251,0.26361409939229485
44,0.42041327917373433,0.42041327917373433,0.36970494787545005,0.2682882852788815,0.16687162268231298,0.12711187847876454,0.17258506287230208,0.19846579717765667,0.20864925581941784,0.21570666706987418,0.22112487581417317,0.2294937381271541,0.23046110883805157,0.237707634690852,0.24151508958304369,0.2464134107342266,0.25027964218741083,0.25735597661969656,0.2657001403164943
112,0.42041327917373433,0.42041327917373433,0.34435078222630794,0.24293411962973938,0.1415174570331708,0.1606798651553099,0.17391231099063142,0.1863653766422117,0.19605092722194367,0.2013899868256276,0.20403073874709052,0.22973558080487846,0.23227274030125167,0.2386594984138999,0.24273966987083942,0.24737996859752265,0.25204872579548226,0.259442017543896,0.2657001403164943
