trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
14,0.15812842758588996,0.16065411614350567,0.27435764073753527,0.2631034549124342,0.26519156799563764,0.26456971641826255,0.2626469445373036,0.2640830279334997,0.2678809943586194,0.2674414826308012,0.2677395968974842,0.2718047605081458,0.27232132841219514,0.28244121492440605,0.25332602000724475,0.2573701862790069,0.259018277232212,0.2645911971704605,0.26613508733072316,0.27230175367242204,0.2820221038219029,0.2820020977641466,0.2879270025414963,0.29586246269405836,0.30146704635792543,0.32248812081515066,0.32676128128413107,0.34174531831659327,0.36736424601132883
38,0.15812842758588996,0.16317980470112137,0.2532741552719051,0.2551538030018382,0.25407288015618695,0.2552002625051932,0.25133456106587926,0.25007250755807514,0.25143423377044594,0.25255193084288063,0.25291017921413733,0.254211263819988,0.25380893063112286,0.2612751428555082,0.2566629050327712,0.2598324323593477,0.2588332019758521,0.26419458924402195,0.26246196833471075,0.26818353986205945,0.27642978428627835,0.2838595355901027,0.2892828248586275,0.2980556753058687,0.30260417004194434,0.3291161044062194,0.3259763402434349,0.34700164434097935,0.3741517799014453
102,0.15812842758588996,0.16570549325873704,0.23670452122101454,0.23780869770717167,0.24005210291309595,0.23642791792586407,0.23608000719115335,0.23429858545948823,0.23901711427453565,0.23944593288751506,0.24070177541791685,0.24199137478542426,0.24615280974976905,0.24665224995619175,0.2524456941183251,0.25938842774493176,0.2653844130233375,0.273481325322748,0.2805381812931472,0.29320674289315196,0.27828722211223444,0.2852153579072339,0.2914760374704378,0.2991927989898876,0.3092321536330131,0.32833116336552326,0.331232666267821,0.35378917823109585,0.3741517799014453
162,0.15812842758588996,0.16823118181635274,0.17884104308517035,0.182390751622996,0.19130320135288836,0.19287211323704304,0.19659994299310932,0.20171319863602297,0.205389345726426,0.2094980602140591,0.25625326796303133,0.2571563515988097,0.2642970123370876,0.24998913498171824,0.25490794019866597,0.25920335248857185,0.26498780509689895,0.2698082063267356,0.27641996748278463,0.2876144233575274,0.2801446599381905,0.2865711802243651,0.2936692500822481,0.3003299226739065,0.3158601372240819,0.32754622232482716,0.33648899229220713,0.36057671212121234,0.3741517799014453
