trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
16,0.15154604280706352,0.15154604280706352,0.15277269214525582,0.15522599082164043,0.14934685261231265,0.17888395585459996,0.208299748506301,0.22814079052759956,0.24938178876085967,0.26141751115479267,0.2876879667794456,0.29588789697560963,0.269608053689539,0.2674074697151547,0.2704864265720833,0.2800587593905391,0.28636490153218114,0.2864415853451162,0.2858603891955906,0.2880192157809267,0.29683169898569095,0.2998393103882543,0.2983877234682259,0.30627282951184154,0.3513179830438987,0.36167792725665515,0.378029849310512,0.3961105481317916,0.4088172126653388,0.4213081526779935,0.4417556441981503
36,0.15154604280706352,0.15154604280706352,0.153386016814352,0.1558393154907366,0.14162774039569642,0.1850613356738822,0.22389837990422592,0.2398328911658448,0.24993484326243945,0.25495812222113085,0.26263799247186626,0.2847667851787392,0.2729298308191474,0.2751425519484192,0.276926517981659,0.28553432754662994,0.29341730147976103,0.29680996322792913,0.2969966922926443,0.3006235915543181,0.3141194703017309,0.31867562762168544,0.3163637658741266,0.3269497191839005,0.3531636701378683,0.3650122122690638,0.38287152532503177,0.4003092215279116,0.41097187153599246,0.4253989638136672,0.44788857882255495
56,0.15154604280706352,0.15154604280706352,0.15399934148344813,0.15645264015983273,0.13390862817908017,0.19318478749922996,0.21738085782245578,0.24021100891738711,0.24544781087764983,0.2590826139767888,0.26854697500212893,0.27364567338186885,0.2762516079487558,0.2828776341816837,0.28336660939123476,0.29100989570272073,0.3004697014273409,0.307178341110742,0.30813299538969796,0.3132279673277096,0.33140724161777074,0.3375119448551166,0.3343398082800274,0.3476266088559594,0.35500935723183796,0.36834649728147234,0.3877132013395516,0.4045078949240316,0.41312653040664604,0.42948977494934093,0.4540215134469596
115,0.15154604280706352,0.15215936747615968,0.1546126661525443,0.1570659648289289,0.1891403948452003,0.20958286986484953,0.23547738501942153,0.23153806008614541,0.24202139196105735,0.25001708959523405,0.2532171498037418,0.2662862765599306,0.2596723874818902,0.2640463351625076,0.2745831912344483,0.27931250158460125,0.27607320746230335,0.27472408609853693,0.27541484000753524,0.2795439276696511,0.28100299315482313,0.2804116810623251,0.2855959398397826,0.34947229594992907,0.35834364224424653,0.3731881732959922,0.39191187473567163,0.4066625537946852,0.41721734154231976,0.4356227095737456,0.4540215134469596
