trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
6,0.22409415929505383,0.22409415929505383,0.21301564015756672,0.2577529895598023,0.24842268071257223,0.2696882381121842,0.26533827526958026,0.2753809950186022,0.27349990159159965,0.30165957071090754,0.29849512025752134,0.31969622033625317,0.3171673242829643,0.3469722997733918,0.34830329051920933,0.3724013816459247,0.3809398757666516,0.41304737391417184,0.39340018912952535,0.4455213834545446,0.4767709912487166,0.496811842477717,0.5424342799374162,0.533254123651156,0.5870620568528724,0.6151623507636778,0.6220084804958067,0.6235618059678746,0.6507800876082827,0.7219957498268408
25,0.22409415929505383,0.24405148665487858,0.26725559753849715,0.2537334929952407,0.26932536043944627,0.2782338306989067,0.28466108727808287,0.291486131033783,0.3031031271285286,0.2997278638740686,0.31316891228307947,0.3178123103945451,0.3291393575605734,0.35294092320251236,0.37801901048409753,0.4053239049288408,0.4386912509442433,0.352041984145288,0.34578298903796684,0.37333830354967545,0.3932405798408716,0.40558794502722273,0.42995775011974846,0.4312965745140528,0.4603639224623499,0.47712758797448585,0.48414323575982365,0.48697835119249266,0.6685840031629222,0.7219957498268408
67,0.22409415929505383,0.26400881401470333,0.2679394426570661,0.26970759219402624,0.2739117876714163,0.27426142021184446,0.26797669511167815,0.2732222704482335,0.27160087217837886,0.27750590475289366,0.2751627421821778,0.27780825861745984,0.27829913909791393,0.28463466622219064,0.2821477564232231,0.28517947132251154,0.2865982217430593,0.29103659437640417,0.2981657889464083,0.30115522364480624,0.3097101684330265,0.31436404757672853,0.31748122030208065,0.3293390253769496,0.3336657880718274,0.33909282518529393,0.3462779910238406,0.35039489641711075,0.6863879187175617,0.7219957498268408
130,0.22409415929505383,0.2473379750553166,0.24527200213517894,0.251510845624838,0.25367594621432826,0.2603340120259199,0.2613284392120965,0.2606552267095823,0.26322010224452974,0.26729128789166157,0.2700709519467179,0.2729569159976247,0.27446402446608487,0.2784664844070331,0.28521852434441924,0.2876427962759433,0.3498227978286156,0.34221839175296476,0.3718435862004765,0.38896310744676144,0.40326100545537175,0.4283991637570724,0.4253676719766183,0.458200541114911,0.47441406941775255,0.4805506528405503,0.4849198984958576,0.5005874920126967,0.7041918342722012,0.7219957498268408
