trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
4,0.10951916323382249,0.10951916323382249,0.10951916323382249,0.10951916323382249,0.12194562953473714,0.1353798152443242,0.12125521961198209,0.12730995914622834,0.13567276142818815,0.163665153360185,0.20286301934692777,0.23584744933570895,0.2827675325138269,0.14449010712844154,0.16200764711164078,0.16814396169030577,0.18207102528332067
24,0.10951916323382249,0.10951916323382249,0.10951916323382249,0.10951916323382249,0.12815886268519447,0.13671927852876453,0.13584758584024112,0.13696461763728887,0.13669941917896933,0.13856833349576125,0.13853220145872794,0.1441930692525891,0.21741026522688517,0.15213291494318137,0.16312360928850056,0.17009615680277848,0.1870823619673554
49,0.10951916323382249,0.10951916323382249,0.10951916323382249,0.10951916323382249,0.13270088867544347,0.1366992739803797,0.13895034733819134,0.13777390839433631,0.1417555038484495,0.14266474130625015,0.14397794461073918,0.14764219951211488,0.1520529979399434,0.15977572275792118,0.16423957146536036,0.1720483519152512,0.19209369865139014
108,0.10951916323382249,0.10951916323382249,0.10951916323382249,0.11573239638427982,0.1340403519598838,0.09103948179047387,0.10321693537368885,0.113565075444021,0.11643995353630889,0.12446735316442328,0.1275963218426084,0.13082838079524822,0.13684729931370174,0.16089168493478098,0.16619176657783308,0.17705968859928595,0.19209369865139014
