trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
3,0.14820363348095983,0.14820363348095983,0.15540549165704143,0.12511240111246452,0.1530577426050816,0.16834766783530228,0.1925167200668872,0.23774226623219638,0.2948323283646837,0.33332849562001216,0.3662518550298661,0.44489010322313366,0.44849358844819553,0.5,0.19087013469051986
23,0.14820363348095983,0.14820363348095983,0.15780611104906864,0.16464433009645107,0.16814455846965573,0.17105943780168753,0.1750859890306698,0.18235796813423397,0.1916754174026308,0.2019650742381758,0.2151407887905105,0.2259616788472486,0.24150109326189148,0.34767605604888907,0.19883596512761378
48,0.14820363348095983,0.15060425287298704,0.12169329158877329,0.07620017928971562,0.11324754738058963,0.12776123056845695,0.13850215009330255,0.14837243116227652,0.15567799596556106,0.1642051207449631,0.17231576005504667,0.18070041319618615,0.1868324230410406,0.19535211209777814,0.20680179556470774
106,0.14820363348095983,0.15300487226501425,0.08558047212847796,0.10990543552546486,0.12790407579637708,0.13752292708806613,0.14655584981537875,0.15329852654438522,0.1591658439782959,0.1634586085115812,0.16776464871827687,0.17365335023942632,0.17896098633256732,0.1829043042534259,0.18979977118092575
