trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
4,0.5655732337431486,0.27303623963763235,0.3800376283846175,0.292146224818213,0.29926903086933915,0.1699307099938482,0.27876367551880443,0.27744486059527523,0.2708292378428325,0.2685661269577654,0.2753962493452863,0.2763365302543844,0.2942073184811436,0.2991783125992854,0.3324848591917396,0.32825818013414526,0.35421126687750437,0.3497355082182686,0.40090066910865674,0.3298993801839308,0.4398490048897887,0.39074719236822475,0.4599488174754983,0.5282258235901229,0.49144015777516453,0.5736190684065955,0.5377399663264723,0.6118442072888803,0.6128477086895378,0.3519803945275367,0.3573303386285567,0.35997079668789606,0.35997079668789606
23,0.49243898521676954,0.19990199111125329,0.250632435547584,0.24845743706473042,0.27649791616687935,0.2726920224951057,0.2792186640998373,0.2785674536731695,0.282393804523662,0.2908461541151118,0.2948209871096349,0.30046592233988967,0.3123382741358254,0.32104822359157403,0.33073559598014063,0.3520775377902296,0.38303917631386564,0.4126310173193071,0.4431375339271309,0.3090481238430179,0.3667349505330644,0.3464294867291846,0.38171103005078755,0.42055249575981013,0.40494446667310946,0.44845084234465965,0.4360830351045245,0.4760613157909511,0.48105930858769697,0.353335137548377,0.35865056765822634,0.35997079668789606,0.35997079668789606
65,0.4193047366903905,0.23778527230656596,0.24543943291709744,0.2491442195509048,0.2564064225589496,0.25971488473857934,0.25430492907855734,0.2597113451814227,0.26548721361581756,0.2679731095842148,0.26568762801249296,0.270351837977941,0.2740673501259019,0.27111825651172355,0.2751118581093363,0.281149526636838,0.28014417646166456,0.28346731203182735,0.29041965435150613,0.288196867502105,0.2936208961763401,0.30211178109014447,0.3034732426260768,0.3128791679294973,0.3184487755710544,0.3232826162827238,0.33442610388257676,0.34027842429302185,0.3492709084858561,0.3546898805692173,0.35997079668789606,0.35997079668789606,0.35997079668789606
128,0.3461704881640114,0.23184343180758954,0.25344312618287546,0.24383403663949585,0.2540205728381402,0.2554325090616305,0.25676447139582925,0.25431236091292075,0.25984685282312864,0.25926582993293,0.2630874250818673,0.26254227933352375,0.262800323290468,0.2659236019803679,0.26602045340190295,0.27119799211116696,0.27379434354377785,0.2756874085994934,0.2793871529615598,0.36402293619594683,0.34218404427228244,0.3810302992828214,0.41584953310809986,0.40215966285233096,0.44603392198882497,0.43051129130459803,0.47313515558572855,0.4765630664912798,0.35062565150669645,0.356010109598887,0.35997079668789606,0.35997079668789606,0.35997079668789606
