trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
10,0.17937430334917745,0.25416367803259726,0.2375754297229873,0.236558069712467,0.22120758211849012,0.21992409199348162,0.21304109985206707,0.20488790879057558,0.2079253885113759,0.21043094540933246,0.23332219538606494,0.236578124538566,0.25285870225567103,0.2874169306677582,0.3256247190593894,0.21542874977567394,0.22369003814168215,0.2330330684005483,0.24578660431378013,0.2547538817889997,0.25904621747013556,0.2728918794940106,0.27463524600608424,0.2992622261481753,0.3032276815764029,0.32260628712729855,0.3210574851251192,0.3500009083895416,0.3576230022464929,0.37921157091609553,0.40183504254867825
29,0.17937430334917745,0.2339859311967974,0.22054008202719225,0.22549130646677182,0.2122887702214664,0.21282409357007304,0.20962447959815028,0.20843860952869536,0.207213628418952,0.20663087092823876,0.2092610129380711,0.20965762764577006,0.21160780160110038,0.21082041787947922,0.21429010318707994,0.21765522468908688,0.22745828157566805,0.23558517878721894,0.24918707948930055,0.2566094825555661,0.2598584624416587,0.2772363518447946,0.27376821072651414,0.3077602312887291,0.3017168316722942,0.32956943894563334,0.3182201671849479,0.36059448879107286,0.3566325067316329,0.38673792564424975,0.40686741485015443
98,0.17937430334917745,0.19476306011689712,0.19165974411113904,0.20375980932258292,0.20315135981336063,0.20403885065314087,0.20404755679847944,0.2053630789137799,0.20504590967942452,0.20585708942767206,0.20743208004601305,0.2085584679182039,0.20693506929537606,0.21181057817658333,0.2109757999488481,0.21615355127371033,0.22792884762720705,0.23898565396273935,0.25104268025586696,0.25742172752708925,0.2642029347924427,0.2763693165652245,0.2822662158670679,0.3062493813846204,0.308679983490629,0.326732121005462,0.32881374758647913,0.35960399327621284,0.3641588614597871,0.39177029794572593,0.40686741485015443
158,0.10757248806208539,0.12857951839179055,0.14251028650366626,0.15587032848268112,0.16055446005172186,0.1658010723292183,0.1708556419104797,0.17437428211148437,0.17856684141663437,0.18060831678790143,0.18396450957819172,0.23070858508693748,0.24717599998156714,0.26871764861798636,0.21320227486226104,0.21992179470769624,0.2304809580138777,0.24238612913825974,0.25289828102243334,0.2582339724986124,0.26854740714322667,0.27550228128565435,0.2907642210076216,0.30473853148051167,0.31564313530896376,0.3238948030652906,0.3394073279880104,0.3586134977613529,0.3716852161879413,0.39680267024720206,0.40686741485015443
