trading_days_to_expiration,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
16,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.15671931224684177,0.21771845147421937,0.2124972529261002,0.14346284285304833,0.20223795509184603,0.22704193813174794,0.25028142429369205,0.2613765256022809,0.2835355362629738,0.27957584537249647,0.2928051516928253,0.29708447645263525,0.31678092913823963,0.3297248237630055,0.3558735544790513,0.3570250487795108,0.37909889839934546,0.4179779132976613,0.4387330811207177,0.4888811870249563,0.5191056718360738,0.5664422276830677,0.6056740146382993
40,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.16495551536134245,0.21536979637859333,0.2195054251134572,0.15846799861399494,0.1897368960625016,0.20673121549216883,0.22235276828058292,0.23521141084592168,0.283504426312554,0.28627943481003765,0.29464938853668365,0.2991122251437637,0.31147958576026025,0.3210616788380204,0.3561614280541662,0.3625435111844695,0.3888186521239244,0.4231667052534254,0.4512701075967773,0.4964373082277357,0.5309398107978223,0.5762501744218756,0.6056740146382993
75,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1731917184758431,0.21302114128296729,0.2265135973008142,0.2440218039314816,0.25624068286059376,0.26198701156120274,0.2667687638637172,0.28293235716566356,0.2834733163621343,0.2929830242475788,0.296493625380542,0.30113997383489216,0.30617824238228086,0.31239853391303535,0.356449301629281,0.36806197358942816,0.3985384058485034,0.42835549720918953,0.463807134072837,0.5039934294305151,0.5427739497595707,0.5860581211606835,0.6056740146382993
136,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.1484831091323411,0.2200671065698454,0.2054890807387432,0.2197979808204579,0.23718346351518627,0.25630490013084223,0.25725112704768005,0.27120362741380427,0.2810028725857254,0.2764158062244494,0.29289408797020205,0.29678905091658864,0.3089604514865659,0.3179515330726432,0.3341360441960433,0.3567371752043959,0.3735804359943868,0.40825815957308237,0.4335442891649536,0.47634416054889667,0.5115495506332944,0.5546080887213193,0.5958660678994914,0.6056740146382993
