trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
4,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.10696790329884773,0.15147328165753599,0.18802092720947736,0.25448252941962735,0.2941049924402852,0.19429271927242028,0.23587970104288605,0.258638449303909,0.2773095300117811,0.29840627441736123,0.3156763196950559,0.32848777861118905
22,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.1146390238369039,0.13253493200235975,0.14941781199316573,0.17243177117716874,0.1944295653016008,0.2158150114737068,0.24256793089927914,0.263995288772119,0.2817476104250018,0.3039591624148144,0.3195820387884697,0.33145635855209554
90,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.09054151487646375,0.11301351911519211,0.12455010773863696,0.13249574724728116,0.14123544246702305,0.15124813486984728,0.22250324133009988,0.2479247703674891,0.26843336918533967,0.287300498422455,0.3078648815082282,0.3225506187293762,0.33145635855209554
150,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.08412627269691113,0.09875470908765574,0.07375362047294591,0.09579021728407953,0.10889835941097865,0.2176702174536541,0.1727704270711338,0.22919147118649297,0.25328160983569903,0.27287144959856036,0.2928533864199081,0.3117706006016421,0.3255191986702826,0.33145635855209554
