trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
2,0.5483766976875335,0.3907757592570186,0.26484752184762683,0.2085473071145053,0.24780989052272795,0.3740854650246679,0.46767333192330085,0.5782561369335601,0.6554025252690534,0.2504253423822035,0.27039995076505385,0.24544094982390394,0.26007783657671557,0.27260810062396473,0.36284627640291367,0.3816520410657883
22,0.2665393177412651,0.24088475681716998,0.22534077992475432,0.21376679210726957,0.21590606917824362,0.2284451603894777,0.24732523820760874,0.2689484371417038,0.28710933291719254,0.30751797096863265,0.3396560794551059,0.28038602623728476,0.2971000414904013,0.3119961035849578,0.36857736133139507,0.3853238384687442
40,0.20155379151855782,0.1990026666081798,0.20444386691336489,0.20380760915205692,0.20570913711539976,0.21677477669408549,0.2258018425569666,0.23622812720513015,0.2540757763182161,0.27257733475096313,0.29055812647420626,0.3153311026506656,0.334122246404087,0.3513841065459508,0.3743084462598765,0.38899563587170005
100,0.2961647753877882,0.09689837445172884,0.1391401693393649,0.1523408845089056,0.16412413233247305,0.17300608888588107,0.18198488765312226,0.18811360620266335,0.19333271379577427,0.20114382207500187,0.21049587341052312,0.22305563166302989,0.23322009766297166,0.35711519147443227,0.3779802436628324,0.38899563587170005
