trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
14,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.099999736298617,0.1008699506094953,0.12237613312322285,0.11656074604249723,0.13751361750165092,0.1338390983158272,0.13335638512974654,0.13500697681507004,0.13922619075720225,0.1461874711198366,0.15297783588740882,0.1716331297421538,0.1793776080627728,0.20192722294315402,0.203629353703429,0.23538670976754913,0.26832106683954887,0.31332593557517874,0.3304292286826183,0.36584042985693693
38,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.10219619283128753,0.09515079532236198,0.12244991442349829,0.10882436600621812,0.12581941859759654,0.1321213541856477,0.13731767132021747,0.13703514300786493,0.1400158229347181,0.14253943551745477,0.1443994651855317,0.14657174603184858,0.15200764705749462,0.15222028252410755,0.1610136368029188,0.16834115595838414,0.27957228402345635,0.3176017588520386,0.33928202897619797,0.36584042985693693
73,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.10439264936395806,0.08943164003522867,0.12252369572377372,0.1285766848636137,0.13662154629541087,0.13875583745096934,0.14400784321730623,0.14659584552322816,0.14891719866285577,0.150862071094687,0.1526397853172271,0.15586445708136917,0.15765471349652393,0.1601095523470229,0.16377822918282642,0.16873008244281246,0.2908235012073638,0.3218775821288985,0.3481348292697776,0.36584042985693693
132,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.09780327976594645,0.10658910589662861,0.12230235182294741,0.13339214593325152,0.13589806338108296,0.14267946651256994,0.14589801444411546,0.1486256920837203,0.151111230383268,0.15311080513242048,0.1532856962637882,0.15610104449409706,0.15622819922955114,0.15731423157176497,0.15868232316510072,0.15904935754332333,0.21852557464118066,0.30207471839127126,0.32615340540575843,0.3569876295633573,0.36584042985693693
