trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
5,0.3678204085022449,0.3678204085022449,0.4064819572827582,0.35778035936309505,0.2929161429635838,0.2654275629035286,0.26391520601337776,0.2636424353633138,0.26389612660422335,0.27565914416196036,0.2942608511632624,0.30736898250047956,0.32739451328358726,0.36780375084385397,0.3898868913231142,0.2391086519455486
25,0.3678204085022449,0.303974818057561,0.2810449461286134,0.2657838378314549,0.2420658019694858,0.1339322818397415,0.16979667753072267,0.19037694408980846,0.20192283175778494,0.20851388560864606,0.21514755529433688,0.21704832333688043,0.22242894459635093,0.22936137094593442,0.23379348774259742,0.2408803733465323
83,0.3678204085022449,0.24012922761287714,0.15560793497446856,0.1737873162998148,0.19121546097538777,0.20170103919082524,0.20935756848681558,0.217719165452575,0.22134078510375532,0.22585686811266883,0.22710682076224564,0.23457108148949682,0.23570750564498205,0.23609718782365557,0.23556520914358114,0.2408803733465323
143,0.3678204085022449,0.17628363716819326,0.18581282250600842,0.19630915621127004,0.20420975977773984,0.2101652732273907,0.21770386473205297,0.22205711230118824,0.22551394357424906,0.2305155493652332,0.23305728864735925,0.23437901507009415,0.23598887530709742,0.3129920395733849,0.23733693054456487,0.2408803733465323
