trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
3,0.13130751709269237,0.14132658985900873,0.3987380565797865,0.1555623865338696,0.15590048948361807,0.15686774773471562,0.13120863007624156,0.10484501801388686,0.12630413980863578,0.11957229509624984,0.1428630401434318,0.13683549811534326,0.16029748132546023,0.1765551407467246,0.2322218300868532,0.2460776116436325,0.2775663229205269,0.31328768277457947,0.33844232225307636,0.37631102517662784,0.3971083942745098,0.40629661079459817,0.4537829292803586,0.4615649211797447,0.5151940126842306,0.5683382644810837,0.6191350530161932,0.22203696024855868,0.23139391259058212
22,0.13130751709269237,0.1513456626253251,0.28104531033451263,0.15692429021535756,0.15604830296813085,0.15843557258013702,0.15760030098461805,0.15549353680878691,0.15225099753354498,0.1524186556258599,0.15533865845064054,0.15467169660001526,0.1586408800833592,0.15856640074644013,0.16352301663013136,0.1652260796864068,0.1742279463900032,0.17337609933025702,0.18213676162633094,0.18401576568096537,0.19687229529161202,0.19605350820619166,0.21812357604060484,0.21864375915937417,0.3578978120385443,0.38898036927382834,0.418911085269781,0.22371188161115363,0.23439746739899892
61,0.13130751709269237,0.17611440110671303,0.16335256408923882,0.165378468894501,0.1661692254857638,0.16405602099225136,0.1631554783720672,0.16499236362303862,0.1638494860199056,0.1644434093802701,0.16522247200929727,0.16517077700318034,0.16746786106847636,0.16765623692970452,0.16988477413643233,0.17429161420532102,0.17326301571293698,0.17546889042422528,0.17876946381199016,0.18017513192242707,0.18569681425819548,0.18639840565028512,0.19215676741047216,0.19302425450073704,0.200601611392858,0.20962247406657297,0.21868711752336875,0.22538680297374858,0.23740102220741569
120,0.13130751709269237,0.15390556616213433,0.15420048285238164,0.15575267599910525,0.15529992288929423,0.1568150883713659,0.15772037137548459,0.15763801530580182,0.15521639033006437,0.15891119392955647,0.1595481536105519,0.16089157640047524,0.1610720477495963,0.16193097697793501,0.16229342572097233,0.16299435664513662,0.1638664506746625,0.1653590486739464,0.16507044575052573,0.1667725754022516,0.16859706866627827,0.16900104325951043,0.17073103697358918,0.17535375373645576,0.3844699379369708,0.4143787635413831,0.2203620388859637,0.22839035778216535,0.23740102220741569
