trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
17,0.10615747356289662,0.11462705376977726,0.1466340675040727,0.14211495621325385,0.15816708453167774,0.16186863212321703,0.16652545097990587,0.1533408631734652,0.16208908109402598,0.15360824391055292,0.15410965738585106,0.1543489613136958,0.1564468157016809,0.16403624646962506,0.17219618943949733,0.17729205152510874,0.19136913571011943,0.19842887249243057,0.2148577509251952,0.21661169796635232,0.23178050792924484,0.2661398694564397,0.20625265817659746
32,0.10615747356289662,0.1230966339766579,0.1532323406177262,0.1558539396088154,0.16359988620162644,0.16527822317406965,0.16678030132585608,0.14321221777980972,0.1662620625520824,0.16822560528052174,0.16598551316383942,0.16993002493873455,0.1775596118226384,0.1839860576141737,0.19859574719117218,0.21145138828193447,0.19062288566102353,0.1953447061930183,0.204271811869861,0.20757007828775043,0.21624930195544284,0.23520952575261783,0.20723939624049822
52,0.10615747356289662,0.13156621418353853,0.15983061373137972,0.16959292300437695,0.16903268787157516,0.16868781422492227,0.16703515167180633,0.17519049126507527,0.17477006247417942,0.17587966401507785,0.17948145407405192,0.17927171455314497,0.17896689008183275,0.1832426688051145,0.1833020289004933,0.1845494558957675,0.1898766356119276,0.19226053989360606,0.1936858728145268,0.19852845860914856,0.20071809598164084,0.20427918204879594,0.20822613430439899
111,0.10615747356289662,0.1400357943904192,0.1283759728176923,0.15273428286172902,0.13185282988635952,0.15830442285780938,0.16417341753021467,0.16646349473659375,0.1700861766698561,0.17297448804768364,0.1747918856077378,0.17589607995861006,0.1790599431891613,0.17971149382791377,0.18150619353776828,0.18210107093393813,0.1842254420400861,0.18312846438001137,0.18712078733955334,0.18719792517332084,0.189538361743112,0.2052659201126967,0.20822613430439899
