trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
11,0.23073891060438598,0.24971470251737488,0.27660091887646754,0.24993425000431246,0.21895954141935023,0.22549009098618894,0.2124770461519827,0.21563070262430867,0.20469593426022542,0.20991233609015977,0.2104796104574347,0.2083340904044085,0.20852208388063995,0.20756484941944223,0.20378249366364592,0.1999581924414171,0.21007596855540725,0.21021046362606477,0.221588827628101,0.21784851043328754,0.24059695300474296,0.24343692760329746,0.26416393920450154,0.2893888338072502,0.3012675723473243,0.32950618726003245
29,0.23073891060438598,0.22660070215050138,0.22561270232118535,0.22558630648040606,0.2236388020928702,0.21859232515172164,0.2147779697417768,0.2117703497927954,0.21362846812288472,0.21172549972643157,0.2075378418992192,0.21058258648300057,0.20422758535560592,0.20334661165681192,0.20160618755904333,0.20015260087223857,0.19878504753132528,0.19596024003313575,0.19627925208128322,0.21176771305513414,0.22214313939427788,0.22395757436875657,0.2335552881569323,0.29235851844226873,0.30832722607550134,0.32950618726003245
69,0.23073891060438598,0.2244409900443199,0.224731033841563,0.21733232938196223,0.22244582518052608,0.21633031068095598,0.21600927839089964,0.21395908003760428,0.21900433618106147,0.2126360830532742,0.21172477135947457,0.2113065448421239,0.20992412128984012,0.20839188700202946,0.20847072064025074,0.20835711633835538,0.2089162540359863,0.20751729535438151,0.20693923990979565,0.20568691567698072,0.20368932578381277,0.2044782211342157,0.20294663710936306,0.29532820307728724,0.3153868798036784,0.32950618726003245
129,0.2402268065608804,0.21874150545531643,0.2187774629711589,0.21679062290201195,0.22331745717933899,0.21970015299396112,0.22093697034616452,0.22279982067766163,0.21716194287922685,0.21387047438477141,0.2152865449684324,0.2135089820686017,0.21197956690256772,0.2120882938092564,0.21093084271274257,0.2091677246840587,0.21062666622722054,0.20917922674121658,0.20918538044734317,0.20887230001887055,0.20796738995745911,0.206939324849063,0.24616773545830664,0.2982978877123058,0.32244653353185543,0.32950618726003245
