trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
9,0.465003887781003,0.465003887781003,0.3379317955273129,0.23964910280134533,0.2682057469786091,0.3534620512851302,0.353228638534092,0.36383304460333876,0.3742175152545284,0.37850674611968305,0.38820453526095794,0.40532448928828874,0.41137540265356776,0.43601211702681625,0.45766552356176043,0.45939250578785723,0.4711180349310154,0.5088510342048479,0.3628771951046372,0.3907192894162077,0.3929070477151805,0.40074488373392947,0.41709915412652177
24,0.465003887781003,0.465003887781003,0.27439574940046785,0.2540438025652066,0.2680893693033798,0.3104489834304453,0.32079837040792847,0.3299440499242867,0.33687819329334023,0.34709447150979444,0.3424153529946619,0.3573008551765777,0.3557315196262901,0.368715180756191,0.3747074722964757,0.3887920462472787,0.3879937773738006,0.40356437270636975,0.3749662191025802,0.39255131257405,0.3921689037068246,0.4054019457516599,0.4206192273050875
44,0.465003887781003,0.465003887781003,0.21085970327362283,0.26843850232906785,0.2679729916281504,0.305724240486618,0.31152182882894797,0.3190113577209732,0.33137316015935714,0.3326302163252633,0.3356984926277779,0.3370464461217653,0.35085247260135466,0.35391738031628833,0.3594951656987332,0.35884727399530225,0.36194582709516554,0.36716649250040834,0.3870552431005232,0.39438333573189227,0.39143075969846874,0.41005900776939025,0.4241393004836532
105,0.465003887781003,0.40146784165415794,0.2252544030374841,0.2683221246538385,0.244767519085455,0.25767772219747875,0.2686913304108719,0.27969226892436916,0.2914479501307767,0.30509130038892,0.31186488389545275,0.3088208475858329,0.3224739202581297,0.33024825568071764,0.3317121109107563,0.3426255687794527,0.34785088302766687,0.3507881711066942,0.38888726625836545,0.3936451917235364,0.3960878217161991,0.413579080947956,0.4241393004836532
