trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3,0.0875588559063937,0.1691898403785077,0.19775051349209755,0.22242854969339898,0.23350129409670314,0.2518384252596397,0.27711401465068497,0.3466422760370914,0.3869237201815571,0.44761986901831263,0.48392789345431797,0.5027689469600541,0.5919834867300564,0.6021193899632441,0.2256339698534845,0.23817333455147247,0.2980130848884286,0.3199576731518227,0.34252830057815625
23,0.0875588559063937,0.21720636695891302,0.20611528452404337,0.22379588257640717,0.2172482695473306,0.2187767535636873,0.22382278599429167,0.22906161349078838,0.23361495790114792,0.2482701483827301,0.2521383741930148,0.2649195984427813,0.4119547607365477,0.423304961465646,0.2467213935387591,0.26246831449016966,0.3036379801182094,0.32530507205373893,0.3484662153894068
48,0.0875588559063937,0.13262876963704323,0.1546884792463257,0.16497581597783284,0.17452655855818233,0.18093914759512933,0.1897491223110255,0.19178097159895177,0.19906970173824187,0.20733598381171434,0.21468914797163963,0.22193079342463826,0.23192603474303897,0.24449053296804785,0.2678088172240337,0.28676329442886683,0.3092628753479903,0.33065247095565514,0.35440413020065736
102,0.12117331379810238,0.14040939873188696,0.15256245826274575,0.16518979543330964,0.17286276414372112,0.17945578988445313,0.1832304925273905,0.1869453810457311,0.19034746894462393,0.19449323851846545,0.1970179644534306,0.19808831186764295,0.2018645880961463,0.2045465461682099,0.21387835461277527,0.2923881896586477,0.3146102742499065,0.3365903857669057,0.35440413020065736
