trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
10,0.11554188405601366,0.11554188405601366,0.11554188405601366,0.13762113100218665,0.15065854716504695,0.1394585418687109,0.1540524483169824,0.17389150083072613,0.21048577978294883,0.23666109635308763,0.2634258928858956,0.28632636843347864,0.3382175437308028,0.2487009289001959,0.2664963932270519
30,0.11554188405601366,0.11554188405601366,0.11554188405601366,0.1449808799842443,0.15191158593075313,0.15798028702711048,0.1631292709215446,0.169070758789512,0.18788342892598184,0.20541580927284414,0.2371015143643149,0.25437099337592217,0.2884359059095984,0.2537242593060969,0.2703707949845789
48,0.11554188405601366,0.11554188405601366,0.12290163303807132,0.13207177453997296,0.1474433087284003,0.15639081274448952,0.16447906308318147,0.1734424027972432,0.18218070033818085,0.1942364343259044,0.21077713584273422,0.22241561831836565,0.238654268088394,0.25874758971199785,0.2742451967421059
108,0.11554188405601366,0.11554188405601366,0.130261382020129,0.14136516085250994,0.09799378715501966,0.1206827059190967,0.13368490448457826,0.14255908395597827,0.15206273311058707,0.15989385752549695,0.16696085736567237,0.17465992415889947,0.24367759849429496,0.26262199146952486,0.2742451967421059
